$ [qin_kol001_seg002_sub002] [2015 - 2048],
$ [qin_kol001_seg002_sub002],
JDAY,Q (M3/S)
5370,0.1181
5371,0.1165
5372,0.1149
5373,0.1133
5374,0.1117
5375,0.1101
5376,0.1085
5377,0.1085
5378,0.1069
5379,0.1053
5380,0.1037
5381,0.1021
5382,0.1005
5383,0.0989
5384,0.0989
5385,0.0973
5386,0.0957
5387,0.0941
5388,0.0941
5389,0.0925
5390,0.0909
5391,0.0894
5392,0.0894
5393,0.0878
5394,0.0862
5395,0.0862
5396,0.0846
5397,0.083
5398,0.083
5399,0.0814
5400,0.0798
5401,0.0798
5402,0.0782
5403,0.0782
5404,0.0766
5405,0.0766
5406,0.075
5407,0.0734
5408,0.0734
5409,0.0718
5410,0.0718
5411,0.0702
5412,0.0702
5413,0.0686
5414,0.0686
5415,0.067
5416,0.067
5417,0.0654
5418,0.0654
5419,0.0654
5420,0.0638
5421,0.0638
5422,0.0622
5423,0.0622
5424,0.0606
5425,0.0606
5426,0.0606
5427,0.059
5428,0.059
5429,0.059
5430,0.0574
5431,0.0574
5432,0.0558
5433,0.0558
5434,0.0558
5435,0.0543
5436,0.0543
5437,0.0543
5438,0.0543
5439,0.0527
5440,0.0527
5441,0.0527
5442,0.0511
5443,0.0511
5444,0.0511
5445,0.0495
5446,0.0495
5447,0.0495
5448,0.0495
5449,0.0479
5450,0.0479
5451,0.0479
5452,0.0479
5453,0.0463
5454,0.0463
5455,0.0463
5456,0.0463
5457,0.0447
5458,0.0447
5459,0.0447
5460,0.0447
5461,0.0431
5462,0.0431
5463,0.0431
5464,0.0431
5465,0.0431
5466,0.0415
5467,0.0415
5468,0.0415
5469,0.0415
5470,0.0415
5471,0.0399
5472,0.0399
5473,0.0431
5474,0.0399
5475,0.0399
5476,0.0399
5477,0.0383
5478,0.0383
5479,0.0383
5480,0.0383
5481,0.0383
5482,0.0383
5483,0.0367
5484,0.0367
5485,0.0367
5486,0.0367
5487,0.0367
5488,0.0367
5489,0.0367
5490,0.0351
5491,0.0351
5492,0.0351
5493,0.0351
5494,0.0351
5495,0.0351
5496,0.0351
5497,0.0351
5498,0.0351
5499,0.0335
5500,0.0335
5501,0.0335
5502,0.0335
5503,0.0383
5504,0.0335
5505,0.0383
5506,0.0383
5507,0.134
5508,0.1771
5509,0.1755
5510,0.1771
5511,0.2776
5512,0.3494
5513,0.3574
5514,0.3558
5515,0.3782
5516,0.4133
5517,0.4787
5518,0.5617
5519,0.6111
5520,0.6191
5521,0.6366
5522,0.6319
5523,0.6255
5524,0.6335
5525,0.6303
5526,0.6207
5527,0.6111
5528,0.5999
5529,0.5904
5530,0.6319
5531,0.6239
5532,0.6319
5533,0.6718
5534,0.6765
5535,0.6957
5536,0.6957
5537,0.6845
5538,0.6733
5539,0.6861
5540,0.6781
5541,0.667
5542,0.6558
5543,0.6446
5544,0.6351
5545,0.7132
5546,0.7372
5547,0.7308
5548,0.718
5549,0.7196
5550,0.7069
5551,0.7579
5552,0.809
5553,0.8058
5554,0.8489
5555,0.9063
5556,0.9191
5557,0.9829
5558,0.9925
5559,1.0212
5560,1.0531
5561,1.0355
5562,1.0308
5563,1.0659
5564,1.0834
5565,1.0754
5566,1.0675
5567,1.0531
5568,1.1137
5569,1.1472
5570,1.1297
5571,1.1441
5572,1.1377
5573,1.1249
5574,1.1058
5575,1.0882
5576,1.0818
5577,1.0627
5578,1.0451
5579,1.0276
5580,1.077
5581,1.1409
5582,1.1744
5583,1.1536
5584,1.1361
5585,1.1265
5586,1.1137
5587,1.1456
5588,1.1297
5589,1.1409
5590,1.1313
5591,1.1169
5592,1.0994
5593,1.0802
5594,1.0627
5595,1.0451
5596,1.0276
5597,1.01
5598,1.0148
5599,0.9973
5600,0.9813
5601,0.9637
5602,0.9478
5603,0.9334
5604,0.9175
5605,0.9015
5606,0.8872
5607,0.8728
5608,0.8584
5609,0.8441
5610,0.8297
5611,0.817
5612,0.8026
5613,0.7898
5614,0.7771
5615,0.7643
5616,0.7515
5617,0.7388
5618,0.726
5619,0.7148
5620,0.7037
5621,0.6909
5622,0.6797
5623,0.6686
5624,0.6574
5625,0.6478
5626,0.6366
5627,0.6255
5628,0.6159
5629,0.6063
5630,0.5952
5631,0.5856
5632,0.576
5633,0.568
5634,0.5585
5635,0.5489
5636,0.5393
5637,0.5313
5638,0.5234
5639,0.5138
5640,0.5058
5641,0.4978
5642,0.4899
5643,0.4819
5644,0.4739
5645,0.4659
5646,0.4579
5647,0.4516
5648,0.4436
5649,0.4372
5650,0.4292
5651,0.4228
5652,0.4165
5653,0.4101
5654,0.4037
5655,0.3973
5656,0.3909
5657,0.3845
5658,0.3782
5659,0.3718
5660,0.3654
5661,0.3606
5662,0.3542
5663,0.3494
5664,0.3431
5665,0.3383
5666,0.3319
5667,0.3271
5668,0.3223
5669,0.3175
5670,0.3127
5671,0.3064
5672,0.3016
5673,0.2968
5674,0.2936
5675,0.2888
5676,0.284
5677,0.2792
5678,0.2744
5679,0.2713
5680,0.2665
5681,0.2617
5682,0.2585
5683,0.2537
5684,0.2505
5685,0.2473
5686,0.2425
5687,0.2393
5688,0.2361
5689,0.2314
5690,0.2282
5691,0.225
5692,0.2218
5693,0.2186
5694,0.2154
5695,0.2122
5696,0.209
5697,0.2058
5698,0.2026
5699,0.1995
5700,0.1963
5701,0.1931
5702,0.1899
5703,0.1867
5704,0.1851
5705,0.1819
5706,0.1787
5707,0.1771
5708,0.1739
5709,0.1707
5710,0.1691
5711,0.1659
5712,0.1643
5713,0.1612
5714,0.1596
5715,0.1564
5716,0.1548
5717,0.1532
5718,0.15
5719,0.1484
5720,0.1468
5721,0.1436
5722,0.142
5723,0.1404
5724,0.1372
5725,0.1356
5726,0.134
5727,0.1324
5728,0.1308
5729,0.1292
5730,0.1276
5731,0.1245
5732,0.1229
5733,0.1213
5734,0.1197
5735,0.1181
5736,0.1165
5737,0.1149
5738,0.1133
5739,0.1117
5740,0.1101
5741,0.1085
5742,0.1085
5743,0.1069
5744,0.1053
5745,0.1037
5746,0.1021
5747,0.1005
5748,0.0989
5749,0.0989
5750,0.0973
5751,0.0957
5752,0.0941
5753,0.0941
5754,0.0925
5755,0.0909
5756,0.0894
5757,0.0894
5758,0.0878
5759,0.0862
5760,0.0862
5761,0.0846
5762,0.083
5763,0.083
5764,0.0814
5765,0.0798
5766,0.0798
5767,0.0782
5768,0.0782
5769,0.0766
5770,0.0766
5771,0.075
5772,0.0734
5773,0.0734
5774,0.0718
5775,0.0718
5776,0.0702
5777,0.0702
5778,0.0686
5779,0.0686
5780,0.067
5781,0.067
5782,0.0654
5783,0.0654
5784,0.0654
5785,0.0638
5786,0.0638
5787,0.0622
5788,0.0622
5789,0.0606
5790,0.0606
5791,0.0606
5792,0.059
5793,0.059
5794,0.059
5795,0.0574
5796,0.0574
5797,0.0558
5798,0.0558
5799,0.0558
5800,0.0543
5801,0.0543
5802,0.0543
5803,0.0543
5804,0.0527
5805,0.0527
5806,0.0527
5807,0.0511
5808,0.0511
5809,0.0511
5810,0.0495
5811,0.0495
5812,0.0495
5813,0.0495
5814,0.0479
5815,0.0479
5816,0.0479
5817,0.0479
5818,0.0463
5819,0.0463
5820,0.0463
5821,0.0463
5822,0.0447
5823,0.0447
5824,0.0447
5825,0.0447
5826,0.0431
5827,0.0431
5828,0.0431
5829,0.0431
5830,0.0431
5831,0.0415
5832,0.0415
5833,0.0415
5834,0.0415
5835,0.0415
5836,0.0399
5837,0.0399
5838,0.0431
5839,0.0399
5840,0.0399
5841,0.0399
5842,0.0383
5843,0.0383
5844,0.0383
5845,0.0383
5846,0.0383
5847,0.0383
5848,0.0367
5849,0.0367
5850,0.0367
5851,0.0367
5852,0.0367
5853,0.0367
5854,0.0367
5855,0.0351
5856,0.0351
5857,0.0351
5858,0.0351
5859,0.0351
5860,0.0351
5861,0.0351
5862,0.0351
5863,0.0351
5864,0.0335
5865,0.0335
5866,0.0335
5867,0.0335
5868,0.0383
5869,0.0335
5870,0.0383
5871,0.0383
5872,0.134
5873,0.1771
5874,0.1755
5875,0.1771
5876,0.2776
5877,0.3494
5878,0.3574
5879,0.3558
5880,0.3782
5881,0.4133
5882,0.4787
5883,0.5617
5884,0.6111
5885,0.6191
5886,0.6366
5887,0.6319
5888,0.6255
5889,0.6335
5890,0.6303
5891,0.6207
5892,0.6111
5893,0.5999
5894,0.5904
5895,0.6319
5896,0.6239
5897,0.6319
5898,0.6718
5899,0.6765
5900,0.6957
5901,0.6957
5902,0.6845
5903,0.6733
5904,0.6861
5905,0.6781
5906,0.667
5907,0.6558
5908,0.6446
5909,0.6351
5910,0.7132
5911,0.7372
5912,0.7308
5913,0.718
5914,0.7196
5915,0.7069
5916,0.7579
5917,0.809
5918,0.8058
5919,0.8489
5920,0.9063
5921,0.9191
5922,0.9829
5923,0.9925
5924,1.0212
5925,1.0531
5926,1.0355
5927,1.0308
5928,1.0659
5929,1.0834
5930,1.0754
5931,1.0675
5932,1.0531
5933,1.1137
5934,1.1472
5935,1.1297
5936,1.1441
5937,1.1377
5938,1.1249
5939,1.1058
5940,1.0882
5941,1.0818
5942,1.0627
5943,1.0451
5944,1.0276
5945,1.077
5946,1.1409
5947,1.1744
5948,1.1536
5949,1.1361
5950,1.1265
5951,1.1137
5952,1.1456
5953,1.1297
5954,1.1409
5955,1.1313
5956,1.1169
5957,1.0994
5958,1.0802
5959,1.0627
5960,1.0451
5961,1.0276
5962,1.01
5963,1.0148
5964,0.9973
5965,0.9813
5966,0.9637
5967,0.9478
5968,0.9334
5969,0.9175
5970,0.9015
5971,0.8872
5972,0.8728
5973,0.8584
5974,0.8441
5975,0.8297
5976,0.817
5977,0.8026
5978,0.7898
5979,0.7771
5980,0.7643
5981,0.7515
5982,0.7388
5983,0.726
5984,0.7148
5985,0.7037
5986,0.6909
5987,0.6797
5988,0.6686
5989,0.6574
5990,0.6478
5991,0.6366
5992,0.6255
5993,0.6159
5994,0.6063
5995,0.5952
5996,0.5856
5997,0.576
5998,0.568
5999,0.5585
6000,0.5489
6001,0.5393
6002,0.5313
6003,0.5234
6004,0.5138
6005,0.5058
6006,0.4978
6007,0.4899
6008,0.4819
6009,0.4739
6010,0.4659
6011,0.4579
6012,0.4516
6013,0.4436
6014,0.4372
6015,0.4292
6016,0.4228
6017,0.4165
6018,0.4101
6019,0.4037
6020,0.3973
6021,0.3909
6022,0.3845
6023,0.3782
6024,0.3718
6025,0.3654
6026,0.3606
6027,0.3542
6028,0.3494
6029,0.3431
6030,0.3383
6031,0.3319
6032,0.3271
6033,0.3223
6034,0.3175
6035,0.3127
6036,0.3064
6037,0.3016
6038,0.2968
6039,0.2936
6040,0.2888
6041,0.284
6042,0.2792
6043,0.2744
6044,0.2713
6045,0.2665
6046,0.2617
6047,0.2585
6048,0.2537
6049,0.2505
6050,0.2473
6051,0.2425
6052,0.2393
6053,0.2361
6054,0.2314
6055,0.2282
6056,0.225
6057,0.2218
6058,0.2186
6059,0.2154
6060,0.2122
6061,0.209
6062,0.2058
6063,0.2026
6064,0.1995
6065,0.1963
6066,0.1931
6067,0.1899
6068,0.1867
6069,0.1851
6070,0.1819
6071,0.1787
6072,0.1771
6073,0.1739
6074,0.1707
6075,0.1691
6076,0.1659
6077,0.1643
6078,0.1612
6079,0.1596
6080,0.1564
6081,0.1548
6082,0.1532
6083,0.15
6084,0.1484
6085,0.1468
6086,0.1436
6087,0.142
6088,0.1404
6089,0.1372
6090,0.1356
6091,0.134
6092,0.1324
6093,0.1308
6094,0.1292
6095,0.1276
6096,0.1245
6097,0.1229
6098,0.1213
6099,0.1197
6100,0.1181
6101,0.1165
6102,0.1149
6103,0.1133
6104,0.1117
6105,0.1101
6106,0.1085
6107,0.1085
6108,0.1069
6109,0.1053
6110,0.1037
6111,0.1021
6112,0.1005
6113,0.0989
6114,0.0989
6115,0.0973
6116,0.0957
6117,0.0941
6118,0.0941
6119,0.0925
6120,0.0909
6121,0.0894
6122,0.0894
6123,0.0878
6124,0.0862
6125,0.0862
6126,0.0846
6127,0.083
6128,0.083
6129,0.0814
6130,0.0798
6131,0.0798
6132,0.0782
6133,0.0782
6134,0.0766
6135,0.0766
6136,0.075
6137,0.0734
6138,0.0734
6139,0.0718
6140,0.0718
6141,0.0702
6142,0.0702
6143,0.0686
6144,0.0686
6145,0.067
6146,0.067
6147,0.0654
6148,0.0654
6149,0.0654
6150,0.0638
6151,0.0638
6152,0.0622
6153,0.0622
6154,0.0606
6155,0.0606
6156,0.0606
6157,0.059
6158,0.059
6159,0.059
6160,0.0574
6161,0.0574
6162,0.0558
6163,0.0558
6164,0.0558
6165,0.0543
6166,0.0543
6167,0.0543
6168,0.0543
6169,0.0527
6170,0.0527
6171,0.0527
6172,0.0511
6173,0.0511
6174,0.0511
6175,0.0495
6176,0.0495
6177,0.0495
6178,0.0495
6179,0.0479
6180,0.0479
6181,0.0479
6182,0.0479
6183,0.0463
6184,0.0463
6185,0.0463
6186,0.0463
6187,0.0447
6188,0.0447
6189,0.0447
6190,0.0447
6191,0.0431
6192,0.0431
6193,0.0431
6194,0.0431
6195,0.0431
6196,0.0415
6197,0.0415
6198,0.0415
6199,0.0415
6200,0.0415
6201,0.0399
6202,0.0399
6203,0.0431
6204,0.0399
6205,0.0399
6206,0.0399
6207,0.0383
6208,0.0383
6209,0.0383
6210,0.0383
6211,0.0383
6212,0.0383
6213,0.0367
6214,0.0367
6215,0.0367
6216,0.0367
6217,0.0367
6218,0.0367
6219,0.0367
6220,0.0351
6221,0.0351
6222,0.0351
6223,0.0351
6224,0.0351
6225,0.0351
6226,0.0351
6227,0.0351
6228,0.0351
6229,0.0335
6230,0.0335
6231,0.0335
6232,0.0335
6233,0.0383
6234,0.0335
6235,0.0383
6236,0.0383
6237,0.134
6238,0.1771
6239,0.1755
6240,0.1771
6241,0.276
6242,0.3478
6243,0.3558
6244,0.3542
6245,0.3766
6246,0.4117
6247,0.4771
6248,0.5601
6249,0.6095
6250,0.6175
6251,0.6351
6252,0.6303
6253,0.6239
6254,0.6319
6255,0.6287
6256,0.6191
6257,0.6095
6258,0.5984
6259,0.5888
6260,0.6303
6261,0.6223
6262,0.6303
6263,0.6702
6264,0.6749
6265,0.6941
6266,0.6941
6267,0.6829
6268,0.6718
6269,0.6829
6270,0.8744
6271,0.8616
6272,0.8489
6273,0.8345
6274,0.8201
6275,0.8074
6276,0.8824
6277,0.9047
6278,0.8935
6279,0.8792
6280,0.8776
6281,0.8632
6282,0.9095
6283,0.959
6284,0.9526
6285,0.9941
6286,1.0483
6287,1.0595
6288,1.1201
6289,1.1281
6290,1.1552
6291,1.1839
6292,1.1648
6293,1.1584
6294,1.1887
6295,1.2047
6296,1.1951
6297,1.1855
6298,1.168
6299,1.2286
6300,1.2589
6301,1.2398
6302,1.2526
6303,1.243
6304,1.2302
6305,1.2095
6306,1.1887
6307,1.1807
6308,1.1616
6309,1.1425
6310,1.1233
6311,1.1696
6312,1.2334
6313,1.2637
6314,1.243
6315,1.2238
6316,1.2111
6317,1.1983
6318,1.227
6319,1.2111
6320,1.2206
6321,1.2095
6322,1.1935
6323,1.1744
6324,1.1552
6325,1.1361
6326,1.1169
6327,1.0978
6328,1.0802
6329,1.0818
6330,1.0643
6331,1.0467
6332,1.0292
6333,1.0116
6334,0.9957
6335,0.9781
6336,0.9622
6337,0.9462
6338,0.9302
6339,0.9159
6340,0.8999
6341,0.8856
6342,0.8712
6343,0.8568
6344,0.8425
6345,0.8281
6346,0.8154
6347,0.801
6348,0.7882
6349,0.7755
6350,0.7627
6351,0.7499
6352,0.7372
6353,0.726
6354,0.7132
6355,0.7021
6356,0.6909
6357,0.6781
6358,0.667
6359,0.6574
6360,0.6462
6361,0.6351
6362,0.6255
6363,0.6143
6364,0.6047
6365,0.5952
6366,0.5856
6367,0.576
6368,0.5664
6369,0.5569
6370,0.5473
6371,0.5393
6372,0.5297
6373,0.5218
6374,0.5138
6375,0.5042
6376,0.4962
6377,0.4883
6378,0.4803
6379,0.4723
6380,0.4659
6381,0.4579
6382,0.45
6383,0.4436
6384,0.4356
6385,0.4292
6386,0.4228
6387,0.4149
6388,0.4085
6389,0.4021
6390,0.3957
6391,0.3893
6392,0.3829
6393,0.3766
6394,0.3718
6395,0.3654
6396,0.359
6397,0.3542
6398,0.3478
6399,0.3431
6400,0.3367
6401,0.3319
6402,0.3271
6403,0.3223
6404,0.3159
6405,0.3111
6406,0.3064
6407,0.3016
6408,0.2968
6409,0.292
6410,0.2872
6411,0.284
6412,0.2792
6413,0.2744
6414,0.2697
6415,0.2665
6416,0.2617
6417,0.2585
6418,0.2537
6419,0.2505
6420,0.2457
6421,0.2425
6422,0.2393
6423,0.2346
6424,0.2314
6425,0.2282
6426,0.225
6427,0.2218
6428,0.2186
6429,0.2138
6430,0.2106
6431,0.2074
6432,0.2042
6433,0.2026
6434,0.1995
6435,0.1963
6436,0.1931
6437,0.1899
6438,0.1867
6439,0.1851
6440,0.1819
6441,0.1787
6442,0.1771
6443,0.1739
6444,0.1707
6445,0.1691
6446,0.1659
6447,0.1643
6448,0.1612
6449,0.1596
6450,0.1564
6451,0.1548
6452,0.1532
6453,0.15
6454,0.1484
6455,0.1452
6456,0.1436
6457,0.142
6458,0.1404
6459,0.1372
6460,0.1356
6461,0.134
6462,0.1324
6463,0.1308
6464,0.1292
6465,0.1261
6466,0.1245
6467,0.1229
6468,0.1213
6469,0.1197
6470,0.1181
6471,0.1165
6472,0.1149
6473,0.1133
6474,0.1117
6475,0.1101
6476,0.1085
6477,0.1069
6478,0.1069
6479,0.1053
6480,0.1037
6481,0.1021
6482,0.1005
6483,0.0989
6484,0.0989
6485,0.0973
6486,0.0957
6487,0.0941
6488,0.0925
6489,0.0925
6490,0.0909
6491,0.0894
6492,0.0894
6493,0.0878
6494,0.0862
6495,0.0862
6496,0.0846
6497,0.083
6498,0.083
6499,0.0814
6500,0.0798
6501,0.0798
6502,0.0782
6503,0.0782
6504,0.0766
6505,0.075
6506,0.075
6507,0.0734
6508,0.0734
6509,0.0718
6510,0.0718
6511,0.0702
6512,0.0702
6513,0.0686
6514,0.0686
6515,0.067
6516,0.067
6517,0.0654
6518,0.0654
6519,0.0654
6520,0.0638
6521,0.0638
6522,0.0622
6523,0.0622
6524,0.0606
6525,0.0606
6526,0.0606
6527,0.059
6528,0.059
6529,0.059
6530,0.0574
6531,0.0574
6532,0.0558
6533,0.0558
6534,0.0558
6535,0.0543
6536,0.0543
6537,0.0543
6538,0.0527
6539,0.0527
6540,0.0527
6541,0.0527
6542,0.0511
6543,0.0511
6544,0.0511
6545,0.0495
6546,0.0495
6547,0.0495
6548,0.0495
6549,0.0479
6550,0.0479
6551,0.0479
6552,0.0479
6553,0.0463
6554,0.0463
6555,0.0463
6556,0.0463
6557,0.0447
6558,0.0447
6559,0.0447
6560,0.0447
6561,0.0431
6562,0.0431
6563,0.0431
6564,0.0431
6565,0.0431
6566,0.0415
6567,0.0415
6568,0.0415
6569,0.0447
6570,0.0415
6571,0.0399
6572,0.0399
6573,0.0399
6574,0.0399
6575,0.0399
6576,0.0399
6577,0.0383
6578,0.0383
6579,0.0383
6580,0.0383
6581,0.0383
6582,0.0383
6583,0.0367
6584,0.0367
6585,0.0367
6586,0.0367
6587,0.0367
6588,0.0367
6589,0.0367
6590,0.0351
6591,0.0351
6592,0.0351
6593,0.0351
6594,0.0351
6595,0.0351
6596,0.0351
6597,0.0351
6598,0.0351
6599,0.0383
6600,0.0335
6601,0.0383
6602,0.0383
6603,0.134
6604,0.1787
6605,0.1755
6606,0.1771
6607,0.2792
6608,0.351
6609,0.3574
6610,0.3574
6611,0.3798
6612,0.4133
6613,0.4787
6614,0.5632
6615,0.6127
6616,0.6191
6617,0.6382
6618,0.6319
6619,0.6271
6620,0.6335
6621,0.6319
6622,0.6207
6623,0.6111
6624,0.5999
6625,0.5904
6626,0.6319
6627,0.6239
6628,0.6319
6629,0.6718
6630,0.6765
6631,0.6957
6632,0.6973
6633,0.6845
6634,0.6733
6635,0.6877
6636,0.6781
6637,0.667
6638,0.6558
6639,0.6446
6640,0.6351
6641,0.7132
6642,0.7372
6643,0.7308
6644,0.718
6645,0.7196
6646,0.7084
6647,0.7579
6648,0.809
6649,0.8058
6650,0.8489
6651,0.9063
6652,0.9191
6653,0.9829
6654,0.9925
6655,1.0212
6656,1.0531
6657,1.0355
6658,1.0308
6659,1.0659
6660,1.0834
6661,1.0754
6662,1.0675
6663,1.0531
6664,1.1137
6665,1.1472
6666,1.1297
6667,1.1441
6668,1.1377
6669,1.1249
6670,1.1074
6671,1.0882
6672,1.0818
6673,1.0643
6674,1.0451
6675,1.0292
6676,1.077
6677,1.1409
6678,1.1744
6679,1.1552
6680,1.1377
6681,1.1265
6682,1.1137
6683,1.1456
6684,1.1297
6685,1.1409
6686,1.1313
6687,1.1169
6688,1.0994
6689,1.0802
6690,1.0627
6691,1.0451
6692,1.0276
6693,1.01
6694,1.0148
6695,0.9973
6696,0.9813
6697,0.9653
6698,0.9478
6699,0.9334
6700,0.9175
6701,0.9015
6702,0.8872
6703,0.8728
6704,0.8584
6705,0.8441
6706,0.8297
6707,0.817
6708,0.8026
6709,0.7898
6710,0.7771
6711,0.7643
6712,0.7515
6713,0.7388
6714,0.726
6715,0.7148
6716,0.7037
6717,0.6909
6718,0.6797
6719,0.6686
6720,0.6574
6721,0.6478
6722,0.6366
6723,0.6255
6724,0.6159
6725,0.6063
6726,0.5968
6727,0.5856
6728,0.576
6729,0.568
6730,0.5585
6731,0.5489
6732,0.5393
6733,0.5313
6734,0.5234
6735,0.5138
6736,0.5058
6737,0.4978
6738,0.4899
6739,0.4819
6740,0.4739
6741,0.4659
6742,0.4595
6743,0.4516
6744,0.4436
6745,0.4372
6746,0.4292
6747,0.4228
6748,0.4165
6749,0.4101
6750,0.4037
6751,0.3973
6752,0.3909
6753,0.3845
6754,0.3782
6755,0.3718
6756,0.3654
6757,0.3606
6758,0.3542
6759,0.3494
6760,0.3431
6761,0.3383
6762,0.3319
6763,0.3271
6764,0.3223
6765,0.3175
6766,0.3127
6767,0.3064
6768,0.3016
6769,0.2984
6770,0.2936
6771,0.2888
6772,0.284
6773,0.2792
6774,0.2744
6775,0.2713
6776,0.2665
6777,0.2617
6778,0.2585
6779,0.2537
6780,0.2505
6781,0.2473
6782,0.2425
6783,0.2393
6784,0.2361
6785,0.2314
6786,0.2282
6787,0.225
6788,0.2218
6789,0.2186
6790,0.2154
6791,0.2122
6792,0.209
6793,0.2058
6794,0.2026
6795,0.1995
6796,0.1963
6797,0.1931
6798,0.1899
6799,0.1867
6800,0.1851
6801,0.1819
6802,0.1787
6803,0.1771
6804,0.1739
6805,0.1707
6806,0.1691
6807,0.1659
6808,0.1643
6809,0.1612
6810,0.1596
6811,0.1564
6812,0.1548
6813,0.1532
6814,0.15
6815,0.1484
6816,0.1468
6817,0.1436
6818,0.142
6819,0.1404
6820,0.1388
6821,0.1356
6822,0.134
6823,0.1324
6824,0.1308
6825,0.1292
6826,0.1276
6827,0.1245
6828,0.1229
6829,0.1213
6830,0.1197
6831,0.1181
6832,0.1165
6833,0.1149
6834,0.1133
6835,0.1117
6836,0.1101
6837,0.1085
6838,0.1085
6839,0.1069
6840,0.1053
6841,0.1037
6842,0.1021
6843,0.1005
6844,0.0989
6845,0.0989
6846,0.0973
6847,0.0957
6848,0.0941
6849,0.0941
6850,0.0925
6851,0.0909
6852,0.0894
6853,0.0894
6854,0.0878
6855,0.0862
6856,0.0862
6857,0.0846
6858,0.083
6859,0.083
6860,0.0814
6861,0.0798
6862,0.0798
6863,0.0782
6864,0.0782
6865,0.0766
6866,0.0766
6867,0.075
6868,0.0734
6869,0.0734
6870,0.0718
6871,0.0718
6872,0.0702
6873,0.0702
6874,0.0686
6875,0.0686
6876,0.067
6877,0.067
6878,0.0654
6879,0.0654
6880,0.0654
6881,0.0638
6882,0.0638
6883,0.0622
6884,0.0622
6885,0.0606
6886,0.0606
6887,0.0606
6888,0.059
6889,0.059
6890,0.059
6891,0.0574
6892,0.0574
6893,0.0558
6894,0.0558
6895,0.0558
6896,0.0543
6897,0.0543
6898,0.0543
6899,0.0543
6900,0.0527
6901,0.0527
6902,0.0527
6903,0.0511
6904,0.0511
6905,0.0511
6906,0.0495
6907,0.0495
6908,0.0495
6909,0.0495
6910,0.0479
6911,0.0479
6912,0.0479
6913,0.0479
6914,0.0463
6915,0.0463
6916,0.0463
6917,0.0463
6918,0.0447
6919,0.0447
6920,0.0447
6921,0.0447
6922,0.0431
6923,0.0431
6924,0.0431
6925,0.0431
6926,0.0431
6927,0.0415
6928,0.0415
6929,0.0415
6930,0.0415
6931,0.0415
6932,0.0399
6933,0.0399
6934,0.0431
6935,0.0399
6936,0.0399
6937,0.0399
6938,0.0383
6939,0.0383
6940,0.0383
6941,0.0383
6942,0.0383
6943,0.0383
6944,0.0367
6945,0.0367
6946,0.0367
6947,0.0367
6948,0.0367
6949,0.0367
6950,0.0367
6951,0.0351
6952,0.0351
6953,0.0351
6954,0.0351
6955,0.0351
6956,0.0351
6957,0.0351
6958,0.0351
6959,0.0351
6960,0.0335
6961,0.0335
6962,0.0335
6963,0.0335
6964,0.0383
6965,0.0335
6966,0.0383
6967,0.0383
6968,0.134
6969,0.1771
6970,0.1755
6971,0.1771
6972,0.2776
6973,0.3494
6974,0.3574
6975,0.3558
6976,0.3782
6977,0.4133
6978,0.4787
6979,0.5617
6980,0.6111
6981,0.6191
6982,0.6366
6983,0.6319
6984,0.6255
6985,0.6335
6986,0.6303
6987,0.6207
6988,0.6111
6989,0.5999
6990,0.5904
6991,0.6319
6992,0.6239
6993,0.6319
6994,0.6718
6995,0.6765
6996,0.6957
6997,0.6957
6998,0.6845
6999,0.6733
7000,0.6861
7001,0.6781
7002,0.667
7003,0.6558
7004,0.6446
7005,0.6351
7006,0.7132
7007,0.7372
7008,0.7308
7009,0.718
7010,0.7196
7011,0.7069
7012,0.7579
7013,0.809
7014,0.8058
7015,0.8489
7016,0.9063
7017,0.9191
7018,0.9829
7019,0.9925
7020,1.0212
7021,1.0531
7022,1.0355
7023,1.0308
7024,1.0659
7025,1.0834
7026,1.0754
7027,1.0675
7028,1.0531
7029,1.1137
7030,1.1472
7031,1.1297
7032,1.1441
7033,1.1377
7034,1.1249
7035,1.1058
7036,1.0882
7037,1.0818
7038,1.0627
7039,1.0451
7040,1.0276
7041,1.077
7042,1.1409
7043,1.1744
7044,1.1536
7045,1.1361
7046,1.1265
7047,1.1137
7048,1.1456
7049,1.1297
7050,1.1409
7051,1.1313
7052,1.1169
7053,1.0994
7054,1.0802
7055,1.0627
7056,1.0451
7057,1.0276
7058,1.01
7059,1.0148
7060,0.9973
7061,0.9813
7062,0.9637
7063,0.9478
7064,0.9334
7065,0.9175
7066,0.9015
7067,0.8872
7068,0.8728
7069,0.8584
7070,0.8441
7071,0.8297
7072,0.817
7073,0.8026
7074,0.7898
7075,0.7771
7076,0.7643
7077,0.7515
7078,0.7388
7079,0.726
7080,0.7148
7081,0.7037
7082,0.6909
7083,0.6797
7084,0.6686
7085,0.6574
7086,0.6478
7087,0.6366
7088,0.6255
7089,0.6159
7090,0.6063
7091,0.5952
7092,0.5856
7093,0.576
7094,0.568
7095,0.5585
7096,0.5489
7097,0.5393
7098,0.5313
7099,0.5234
7100,0.5138
7101,0.5058
7102,0.4978
7103,0.4899
7104,0.4819
7105,0.4739
7106,0.4659
7107,0.4579
7108,0.4516
7109,0.4436
7110,0.4372
7111,0.4292
7112,0.4228
7113,0.4165
7114,0.4101
7115,0.4037
7116,0.3973
7117,0.3909
7118,0.3845
7119,0.3782
7120,0.3718
7121,0.3654
7122,0.3606
7123,0.3542
7124,0.3494
7125,0.3431
7126,0.3383
