$ [qin_kol001_seg002_sub002] [2015 - 2048],
$ [qin_kol001_seg002_sub002],
JDAY,Q (M3/S)
1853,0.3814
1854,0.375
1855,0.3957
1856,0.501
1857,0.5489
1858,0.6494
1859,0.7244
1860,0.7228
1861,0.7116
1862,0.7547
1863,0.7531
1864,0.9701
1865,0.9542
1866,0.9382
1867,0.9223
1868,0.9063
1869,1.0802
1870,1.2494
1871,1.3435
1872,1.3212
1873,1.3339
1874,1.3116
1875,1.2893
1876,1.2685
1877,1.2478
1878,1.227
1879,1.251
1880,1.4855
1881,1.5318
1882,1.5318
1883,1.5047
1884,1.4807
1885,1.4552
1886,1.5126
1887,1.6882
1888,1.6706
1889,1.6419
1890,1.6148
1891,1.5876
1892,1.5621
1893,1.5717
1894,1.5493
1895,1.5238
1896,1.4983
1897,1.535
1898,1.5094
1899,1.4839
1900,1.4584
1901,1.4345
1902,1.4105
1903,1.3866
1904,1.3642
1905,1.3403
1906,1.318
1907,1.2972
1908,1.2749
1909,1.2541
1910,1.2334
1911,1.2127
1912,1.1919
1913,1.1728
1914,1.152
1915,1.1329
1916,1.1153
1917,1.0962
1918,1.0786
1919,1.0595
1920,1.0419
1921,1.0244
1922,1.0084
1923,0.9909
1924,0.9749
1925,0.959
1926,0.943
1927,0.927
1928,0.9111
1929,0.8967
1930,0.8824
1931,0.868
1932,0.8536
1933,0.8393
1934,0.8249
1935,0.8106
1936,0.7978
1937,0.785
1938,0.7723
1939,0.7595
1940,0.7467
1941,0.734
1942,0.7228
1943,0.71
1944,0.6989
1945,0.6877
1946,0.6765
1947,0.6654
1948,0.6542
1949,0.643
1950,0.6335
1951,0.6223
1952,0.6127
1953,0.6015
1954,0.592
1955,0.5824
1956,0.5728
1957,0.5632
1958,0.5553
1959,0.5457
1960,0.5361
1961,0.5281
1962,0.5202
1963,0.5106
1964,0.5026
1965,0.4946
1966,0.4867
1967,0.4787
1968,0.4707
1969,0.4643
1970,0.4563
1971,0.4484
1972,0.442
1973,0.434
1974,0.4276
1975,0.4212
1976,0.4133
1977,0.4069
1978,0.4005
1979,0.3941
1980,0.3877
1981,0.3814
1982,0.375
1983,0.3702
1984,0.3638
1985,0.3574
1986,0.3526
1987,0.3462
1988,0.3415
1989,0.3367
1990,0.3303
1991,0.3255
1992,0.3207
1993,0.3159
1994,0.3095
1995,0.3048
1996,0.3
1997,0.2952
1998,0.292
1999,0.2872
2000,0.2824
2001,0.2776
2002,0.2728
2003,0.2697
2004,0.2649
2005,0.2617
2006,0.2569
2007,0.2537
2008,0.2489
2009,0.2457
2010,0.2409
2011,0.2377
2012,0.2346
2013,0.2314
2014,0.2266
2015,0.2234
2016,0.2202
2017,0.217
2018,0.2138
2019,0.2106
2020,0.2074
2021,0.2042
2022,0.201
2023,0.1979
2024,0.1947
2025,0.1915
2026,0.1899
2027,0.1867
2028,0.1835
2029,0.1803
2030,0.1787
2031,0.1755
2032,0.1739
2033,0.1707
2034,0.1675
2035,0.1659
2036,0.1628
2037,0.1612
2038,0.158
2039,0.1564
2040,0.1548
2041,0.1516
2042,0.15
2043,0.1468
2044,0.1452
2045,0.1436
2046,0.142
2047,0.1388
2048,0.1372
2049,0.1356
2050,0.134
2051,0.1324
2052,0.1292
2053,0.1276
2054,0.1261
2055,0.1245
2056,0.1229
2057,0.1213
2058,0.1197
2059,0.1181
2060,0.1165
2061,0.1149
2062,0.1133
2063,0.1117
2064,0.1101
2065,0.1085
2066,0.1069
2067,0.1053
2068,0.1037
2069,0.1037
2070,0.1021
2071,0.1005
2072,0.0989
2073,0.0973
2074,0.0973
2075,0.0957
2076,0.0941
2077,0.0925
2078,0.0925
2079,0.0909
2080,0.0894
2081,0.0878
2082,0.0878
2083,0.0862
2084,0.0846
2085,0.0846
2086,0.083
2087,0.0814
2088,0.0814
2089,0.0798
2090,0.0798
2091,0.0782
2092,0.0766
2093,0.0766
2094,0.075
2095,0.075
2096,0.0734
2097,0.0734
2098,0.0718
2099,0.0718
2100,0.0702
2101,0.0702
2102,0.0686
2103,0.0686
2104,0.067
2105,0.067
2106,0.0654
2107,0.0654
2108,0.0638
2109,0.0638
2110,0.0638
2111,0.0622
2112,0.0622
2113,0.0606
2114,0.0606
2115,0.0606
2116,0.059
2117,0.059
2118,0.0574
2119,0.0574
2120,0.0574
2121,0.0558
2122,0.0558
2123,0.0558
2124,0.0543
2125,0.0543
2126,0.0543
2127,0.0527
2128,0.0527
2129,0.0527
2130,0.0511
2131,0.0511
2132,0.0511
2133,0.0511
2134,0.0495
2135,0.0495
2136,0.0495
2137,0.0495
2138,0.0479
2139,0.0479
2140,0.0479
2141,0.0463
2142,0.0463
2143,0.0463
2144,0.0463
2145,0.0463
2146,0.0447
2147,0.0447
2148,0.0447
2149,0.0447
2150,0.0431
2151,0.0431
2152,0.0431
2153,0.0431
2154,0.0431
2155,0.0415
2156,0.0415
2157,0.0415
2158,0.0415
2159,0.0415
2160,0.0399
2161,0.0399
2162,0.0399
2163,0.0399
2164,0.0399
2165,0.0383
2166,0.0383
2167,0.0383
2168,0.0383
2169,0.0383
2170,0.0383
2171,0.0383
2172,0.0367
2173,0.0367
2174,0.0367
2175,0.0367
2176,0.0367
2177,0.0367
2178,0.0367
2179,0.0351
2180,0.0351
2181,0.0351
2182,0.0351
2183,0.0351
2184,0.0351
2185,0.0351
2186,0.0351
2187,0.0351
2188,0.0335
2189,0.0335
2190,0.0335
2191,0.0335
2192,0.0335
2193,0.0335
2194,0.0335
2195,0.0335
2196,0.0335
2197,0.0335
2198,0.0319
2199,0.0319
2200,0.0319
2201,0.0319
2202,0.0319
2203,0.0319
2204,0.0319
2205,0.0319
2206,0.0319
2207,0.0319
2208,0.0319
2209,0.0319
2210,0.0303
2211,0.0303
2212,0.0303
2213,0.0303
2214,0.0303
2215,0.0303
2216,0.0383
2217,0.0303
2218,0.0303
2219,0.0303
2220,0.0303
2221,0.0303
2222,0.0303
2223,0.0447
2224,0.0287
2225,0.0287
2226,0.0271
2227,0.0271
2228,0.0271
2229,0.0271
2230,0.0271
2231,0.0271
2232,0.0271
2233,0.0271
2234,0.0271
2235,0.0271
2236,0.0271
2237,0.0271
2238,0.0271
2239,0.0271
2240,0.0271
2241,0.0271
2242,0.0271
2243,0.0271
2244,0.0271
2245,0.0271
2246,0.0415
2247,0.0255
2248,0.0255
2249,0.0255
2250,0.0255
2251,0.0255
2252,0.0271
2253,0.0271
2254,0.0271
2255,0.0271
2256,0.0271
2257,0.0271
2258,0.0271
2259,0.0271
2260,0.0271
2261,0.0271
2262,0.0271
2263,0.0271
2264,0.0271
2265,0.0271
2266,0.0271
2267,0.0271
2268,0.0271
2269,0.0527
2270,0.3335
2271,0.3447
2272,0.4643
2273,0.6877
2274,0.6781
2275,0.7308
2276,0.7196
2277,0.7069
2278,0.7132
2279,0.9606
2280,1.1744
2281,1.1536
2282,1.2015
2283,1.1951
2284,1.3658
2285,1.436
2286,1.4121
2287,1.3898
2288,1.3658
2289,1.3435
2290,1.3212
2291,1.2988
2292,1.2765
2293,1.2589
2294,1.2366
2295,1.3036
2296,1.2813
2297,1.2605
2298,1.2398
2299,1.219
2300,1.1983
2301,1.1967
2302,1.2924
2303,1.2701
2304,1.2494
2305,1.2286
2306,1.2079
2307,1.1871
2308,1.168
2309,1.1871
2310,1.1664
2311,1.1472
2312,1.1281
2313,1.1089
2314,1.0914
2315,1.0722
2316,1.0547
2317,1.0371
2318,1.0212
2319,1.0036
2320,0.9861
2321,0.9701
2322,0.9542
2323,0.9382
2324,0.9223
2325,0.9079
2326,0.8919
2327,0.8776
2328,0.8632
2329,0.8489
2330,0.8345
2331,0.8217
2332,0.8074
2333,0.7946
2334,0.7818
2335,0.7691
2336,0.7563
2337,0.7436
2338,0.7308
2339,0.7196
2340,0.7069
2341,0.6957
2342,0.6845
2343,0.6733
2344,0.6622
2345,0.651
2346,0.6398
2347,0.6303
2348,0.6191
2349,0.6095
2350,0.5999
2351,0.5904
2352,0.5808
2353,0.5712
2354,0.5617
2355,0.5521
2356,0.5441
2357,0.5345
2358,0.5266
2359,0.517
2360,0.509
2361,0.501
2362,0.493
2363,0.4851
2364,0.4771
2365,0.4691
2366,0.4611
2367,0.4547
2368,0.4468
2369,0.4388
2370,0.4324
2371,0.426
2372,0.418
2373,0.4117
2374,0.4053
2375,0.3989
2376,0.3925
2377,0.3861
2378,0.3798
2379,0.3734
2380,0.3686
2381,0.3622
2382,0.3558
2383,0.351
2384,0.3447
2385,0.3399
2386,0.3351
2387,0.3287
2388,0.3239
2389,0.3191
2390,0.3143
2391,0.3095
2392,0.3048
2393,0.3
2394,0.2952
2395,0.2904
2396,0.2856
2397,0.2808
2398,0.276
2399,0.2728
2400,0.2681
2401,0.2633
2402,0.2601
2403,0.2553
2404,0.2521
2405,0.2489
2406,0.2441
2407,0.2409
2408,0.2361
2409,0.233
2410,0.2298
2411,0.2266
2412,0.2234
2413,0.2202
2414,0.2154
2415,0.2122
2416,0.209
2417,0.2058
2418,0.2026
2419,0.201
2420,0.1979
2421,0.1947
2422,0.1915
2423,0.1883
2424,0.1851
2425,0.1835
2426,0.1803
2427,0.1771
2428,0.1755
2429,0.1723
2430,0.1707
2431,0.1675
2432,0.1643
2433,0.1628
2434,0.1596
2435,0.158
2436,0.1564
2437,0.1532
2438,0.1516
2439,0.1484
2440,0.1468
2441,0.1452
2442,0.1436
2443,0.1404
2444,0.1388
2445,0.1372
2446,0.1356
2447,0.1324
2448,0.1308
2449,0.1292
2450,0.1276
2451,0.1261
2452,0.1245
2453,0.1229
2454,0.1213
2455,0.1197
2456,0.1181
2457,0.1165
2458,0.1149
2459,0.1133
2460,0.1117
2461,0.1101
2462,0.1085
2463,0.1069
2464,0.1053
2465,0.1037
2466,0.1021
2467,0.1021
2468,0.1005
2469,0.0989
2470,0.0973
2471,0.0957
2472,0.0957
2473,0.0941
2474,0.0925
2475,0.0909
2476,0.0909
2477,0.0894
2478,0.0878
2479,0.0862
2480,0.0862
2481,0.0846
2482,0.083
2483,0.083
2484,0.0814
2485,0.0814
2486,0.0798
2487,0.0782
2488,0.0782
2489,0.0766
2490,0.0766
2491,0.075
2492,0.075
2493,0.0734
2494,0.0734
2495,0.0718
2496,0.0718
2497,0.0702
2498,0.0686
2499,0.0686
2500,0.0686
2501,0.067
2502,0.067
2503,0.0654
2504,0.0654
2505,0.0638
2506,0.0638
2507,0.0622
2508,0.0622
2509,0.0622
2510,0.0606
2511,0.0606
2512,0.059
2513,0.059
2514,0.059
2515,0.0574
2516,0.0574
2517,0.0574
2518,0.0558
2519,0.0558
2520,0.0558
2521,0.0543
2522,0.0543
2523,0.0543
2524,0.0527
2525,0.0527
2526,0.0543
2527,0.0527
2528,0.0511
2529,0.0511
2530,0.0495
2531,0.0495
2532,0.0495
2533,0.0495
2534,0.0479
2535,0.0479
2536,0.0479
2537,0.0479
2538,0.0463
2539,0.0463
2540,0.0463
2541,0.0463
2542,0.0447
2543,0.0447
2544,0.0447
2545,0.0447
2546,0.0447
2547,0.0431
2548,0.0431
2549,0.0431
2550,0.0431
2551,0.0415
2552,0.0415
2553,0.1276
2554,0.3271
2555,0.3223
2556,0.3159
2557,0.3207
2558,0.3159
2559,0.3111
2560,0.351
2561,0.351
2562,0.3447
2563,0.3399
2564,0.3335
2565,0.3287
2566,0.3239
2567,0.3335
2568,0.3542
2569,0.3574
2570,0.5824
2571,0.5728
2572,0.5632
2573,0.5537
2574,0.5457
2575,0.5361
2576,0.5281
2577,0.5186
2578,0.5106
2579,0.5026
2580,0.4946
2581,0.4867
2582,0.4787
2583,0.4707
2584,0.4627
2585,0.4547
2586,0.4484
2587,0.4404
2588,0.434
2589,0.426
2590,0.4324
2591,1.3722
2592,1.0834
2593,1.0659
2594,1.0483
2595,1.0308
2596,1.5382
2597,1.4217
2598,1.4025
2599,1.3786
2600,1.3563
2601,1.3339
2602,1.3116
2603,1.2893
2604,1.2685
2605,1.2462
2606,1.2254
2607,1.2047
2608,1.1855
2609,1.1648
2610,1.1456
2611,1.1265
2612,1.1089
2613,1.0898
2614,1.0722
2615,1.0531
2616,1.0355
2617,1.0212
2618,1.0036
2619,0.9877
2620,0.9701
2621,0.9542
2622,0.9382
2623,0.9239
2624,0.9111
2625,0.8951
2626,0.8856
2627,0.8712
2628,0.8568
2629,0.8425
2630,0.8281
2631,0.8154
2632,0.801
2633,0.7882
2634,0.7755
2635,0.7627
2636,0.7499
2637,0.7372
2638,0.726
2639,0.7132
2640,0.7021
2641,0.6957
2642,0.6845
2643,0.6733
2644,0.6622
2645,0.651
2646,0.6398
2647,0.6303
2648,0.6191
2649,0.6095
2650,0.5999
2651,0.5888
2652,0.5792
2653,0.5696
2654,0.5617
2655,0.5521
2656,0.5425
2657,0.5345
2658,0.525
2659,0.517
2660,0.509
2661,0.501
2662,0.4914
2663,0.4851
2664,0.4771
2665,0.4691
2666,0.4611
2667,0.4532
2668,0.4468
2669,0.4388
2670,0.4324
2671,0.426
2672,0.418
2673,0.4117
2674,0.4053
2675,0.3989
2676,0.3925
2677,0.3861
2678,0.3798
2679,0.3734
2680,0.3686
2681,0.3622
2682,0.3558
2683,0.351
2684,0.3447
2685,0.3399
2686,0.3335
2687,0.3287
2688,0.3239
2689,0.3191
2690,0.3143
2691,0.308
2692,0.3032
2693,0.2984
2694,0.2952
2695,0.2904
2696,0.2856
2697,0.2808
2698,0.276
2699,0.2728
2700,0.2681
2701,0.2633
2702,0.2601
2703,0.2553
2704,0.2521
2705,0.2473
2706,0.2441
2707,0.2409
2708,0.2361
2709,0.233
2710,0.2298
2711,0.2266
2712,0.2234
2713,0.2186
2714,0.2154
2715,0.2122
2716,0.209
2717,0.2058
2718,0.2026
2719,0.1995
2720,0.1995
2721,0.1947
2722,0.1915
2723,0.1883
2724,0.1851
2725,0.1835
2726,0.1803
2727,0.1771
2728,0.1755
2729,0.1723
2730,0.1691
2731,0.1675
2732,0.1643
2733,0.1628
2734,0.1596
2735,0.158
2736,0.1564
2737,0.1532
2738,0.1516
2739,0.1484
2740,0.1468
2741,0.1452
2742,0.142
2743,0.1404
2744,0.1388
2745,0.1372
2746,0.1356
2747,0.1324
2748,0.1308
2749,0.1292
2750,0.1276
2751,0.1261
2752,0.1245
2753,0.1229
2754,0.1213
2755,0.1197
2756,0.1181
2757,0.1165
2758,0.1149
2759,0.1133
2760,0.1117
2761,0.1101
2762,0.1085
2763,0.1069
2764,0.1053
2765,0.1037
2766,0.1021
2767,0.1005
2768,0.1005
2769,0.0989
2770,0.0973
2771,0.0957
2772,0.0957
2773,0.0941
2774,0.0925
2775,0.0909
2776,0.0909
2777,0.0894
2778,0.0878
2779,0.0862
2780,0.0862
2781,0.0846
2782,0.083
2783,0.083
2784,0.0814
2785,0.0814
2786,0.0798
2787,0.0782
2788,0.0782
2789,0.0766
2790,0.0766
2791,0.075
2792,0.075
2793,0.0734
2794,0.0734
2795,0.0718
2796,0.0702
2797,0.0702
2798,0.0686
2799,0.0686
2800,0.0686
2801,0.067
2802,0.067
2803,0.0654
2804,0.0654
2805,0.0638
2806,0.0638
2807,0.0622
2808,0.0622
2809,0.0622
2810,0.0606
2811,0.0606
2812,0.059
2813,0.059
2814,0.059
2815,0.0574
2816,0.0574
2817,0.0574
2818,0.0558
2819,0.0558
2820,0.0558
2821,0.0543
2822,0.0543
2823,0.0543
2824,0.0527
2825,0.0527
2826,0.0527
2827,0.0511
2828,0.0511
2829,0.0511
2830,0.0495
2831,0.0495
2832,0.0495
2833,0.0495
2834,0.0479
2835,0.0479
2836,0.0479
2837,0.0479
2838,0.0463
2839,0.0463
2840,0.0463
2841,0.0463
2842,0.0447
2843,0.0447
2844,0.0447
2845,0.0447
2846,0.0447
2847,0.0431
2848,0.0431
2849,0.0431
2850,0.0431
2851,0.0415
2852,0.0415
2853,0.0415
2854,0.0415
2855,0.0415
2856,0.0399
2857,0.0399
2858,0.0399
2859,0.0399
2860,0.0399
2861,0.0399
2862,0.0383
2863,0.0383
2864,0.0383
2865,0.0383
2866,0.0383
2867,0.0383
2868,0.0367
2869,0.0367
2870,0.0367
2871,0.0367
2872,0.0367
2873,0.0367
2874,0.0367
2875,0.0367
2876,0.0351
2877,0.0351
2878,0.0351
2879,0.0351
2880,0.0351
2881,0.0351
2882,0.0351
2883,0.0351
2884,0.0335
2885,0.0335
2886,0.0335
2887,0.0335
2888,0.0335
2889,0.0335
2890,0.0335
2891,0.0335
2892,0.0335
2893,0.0335
2894,0.0335
2895,0.0319
2896,0.0319
2897,0.0319
2898,0.0319
2899,0.0319
2900,0.0319
2901,0.0319
2902,0.0319
2903,0.0319
2904,0.0319
2905,0.0319
2906,0.0335
2907,0.0303
2908,0.0303
2909,0.0303
2910,0.0303
2911,0.0303
2912,0.0303
2913,0.0303
2914,0.0303
2915,0.0303
2916,0.0303
2917,0.0303
2918,0.0303
2919,0.0303
2920,0.0303
2921,0.0303
2922,0.0303
2923,0.0287
2924,0.0287
2925,0.0287
2926,0.0287
2927,0.0287
2928,0.0287
2929,0.0287
2930,0.0287
2931,0.0287
2932,0.0287
2933,0.0287
2934,0.0287
2935,0.0287
2936,0.0287
2937,0.0287
2938,0.0287
2939,0.0287
2940,0.0287
2941,0.0287
2942,0.0287
2943,0.0271
2944,0.0271
2945,0.0271
2946,0.0271
2947,0.0271
2948,0.0271
2949,0.0271
2950,0.0271
2951,0.0271
2952,0.0271
2953,0.0271
2954,0.0255
2955,0.0255
2956,0.0255
2957,0.0255
2958,0.0255
2959,0.0255
2960,0.0255
2961,0.0255
2962,0.0255
2963,0.0255
2964,0.0255
2965,0.0255
2966,0.0255
2967,0.0255
2968,0.0255
2969,0.0255
2970,0.0255
2971,0.0303
2972,0.3239
2973,0.0255
2974,0.0255
2975,0.0239
2976,0.0239
2977,0.0239
2978,0.0239
2979,0.0239
2980,0.0239
2981,0.0239
2982,0.0255
2983,0.0255
2984,0.0255
2985,0.0255
2986,0.0255
2987,0.0255
2988,0.0255
2989,0.0255
2990,0.0255
2991,0.0255
2992,0.0255
2993,0.0255
2994,0.1085
2995,0.3064
2996,0.3574
2997,0.4021
2998,0.3957
2999,0.4053
3000,0.5154
3001,0.6095
3002,0.718
3003,0.7053
3004,0.6941
3005,0.6829
3006,0.6718
3007,0.6606
3008,0.6494
3009,0.659
3010,0.6638
3011,1.0515
3012,1.034
3013,1.0276
3014,1.1919
3015,1.1728
3016,1.2079
3017,1.1871
3018,1.2095
3019,1.2733
3020,1.2765
3021,1.2589
3022,1.2382
3023,1.2765
3024,1.519
3025,1.5781
3026,1.5509
3027,1.5254
3028,1.4999
3029,1.4743
3030,1.4839
3031,1.4616
3032,1.4584
3033,1.5031
3034,1.4951
3035,1.4696
3036,1.4456
3037,1.4775
3038,1.452
3039,1.4281
3040,1.4041
3041,1.6164
3042,1.5892
3043,1.5621
3044,1.5366
3045,1.5094
3046,1.4855
3047,1.46
3048,1.436
3049,1.4121
3050,1.3882
3051,1.3642
3052,1.3419
3053,1.3196
3054,1.2972
3055,1.2765
3056,1.2541
3057,1.2334
3058,1.2127
3059,1.1935
3060,1.1728
3061,1.1536
3062,1.1345
3063,1.1153
3064,1.0978
3065,1.0786
3066,1.0611
3067,1.0435
3068,1.026
3069,1.0084
3070,0.9925
3071,0.9749
3072,0.959
3073,0.943
3074,0.9286
3075,0.9127
3076,0.8967
3077,0.8888
3078,0.8696
3079,0.8536
3080,0.8393
3081,0.8249
3082,0.8122
3083,0.7994
3084,0.785
3085,0.7723
3086,0.7595
3087,0.7467
3088,0.7356
3089,0.7228
3090,0.7116
3091,0.6989
3092,0.6877
3093,0.6765
3094,0.6654
3095,0.6542
3096,0.6446
3097,0.6335
3098,0.6223
3099,0.6127
3100,0.6031
3101,0.5936
3102,0.584
3103,0.5744
3104,0.5648
3105,0.5553
3106,0.5457
3107,0.5377
3108,0.5281
3109,0.5202
3110,0.5122
3111,0.5026
3112,0.4946
3113,0.4867
3114,0.4787
3115,0.4723
3116,0.4643
3117,0.4563
3118,0.4484
3119,0.442
3120,0.434
3121,0.4276
3122,0.4212
3123,0.4149
3124,0.4069
3125,0.4005
3126,0.3941
3127,0.3877
3128,0.3814
3129,0.3766
3130,0.3702
3131,0.3638
3132,0.359
3133,0.3526
3134,0.3478
3135,0.3415
3136,0.3367
3137,0.3303
3138,0.3255
3139,0.3207
3140,0.3159
3141,0.3111
3142,0.3064
3143,0.3016
3144,0.2968
3145,0.292
3146,0.2872
3147,0.2824
3148,0.2776
3149,0.2744
3150,0.2697
3151,0.2649
3152,0.2617
3153,0.2569
3154,0.2537
3155,0.2489
3156,0.2457
3157,0.2425
3158,0.2377
3159,0.2346
3160,0.2314
3161,0.2266
3162,0.2234
3163,0.2202
3164,0.217
3165,0.2138
3166,0.2106
3167,0.2074
3168,0.2042
3169,0.201
3170,0.1979
3171,0.1947
3172,0.1931
3173,0.1899
3174,0.1867
3175,0.1835
3176,0.1819
3177,0.1787
3178,0.1755
3179,0.1739
3180,0.1707
3181,0.1675
3182,0.1659
3183,0.1628
3184,0.1612
3185,0.158
3186,0.1564
3187,0.1548
3188,0.1516
3189,0.15
3190,0.1484
3191,0.1452
3192,0.1436
3193,0.142
3194,0.1388
3195,0.1372
3196,0.1356
3197,0.134
3198,0.1324
3199,0.1292
3200,0.1276
3201,0.1261
3202,0.1245
3203,0.1229
3204,0.1213
3205,0.1197
3206,0.1181
3207,0.1165
3208,0.1149
3209,0.1133
3210,0.1117
3211,0.1101
3212,0.1085
3213,0.1069
3214,0.1053
3215,0.1053
3216,0.1037
3217,0.1021
3218,0.1005
3219,0.0989
3220,0.0973
3221,0.0973
3222,0.0957
3223,0.0941
3224,0.0925
3225,0.0925
3226,0.0909
3227,0.0894
3228,0.0878
3229,0.0878
3230,0.0862
3231,0.0846
3232,0.0846
3233,0.083
3234,0.0814
3235,0.0814
3236,0.0798
3237,0.0798
3238,0.0782
3239,0.0782
3240,0.0766
3241,0.075
3242,0.075
3243,0.0734
3244,0.0734
3245,0.0718
3246,0.0718
3247,0.0702
3248,0.0702
3249,0.0686
3250,0.0686
3251,0.067
3252,0.067
3253,0.0654
3254,0.0654
3255,0.0638
3256,0.0638
3257,0.0638
3258,0.0622
3259,0.0622
3260,0.0606
3261,0.0606
3262,0.0606
3263,0.059
3264,0.059
3265,0.0574
3266,0.0574
3267,0.0574
3268,0.0558
3269,0.0558
3270,0.0558
3271,0.0543
3272,0.0543
3273,0.0543
3274,0.0527
3275,0.0527
3276,0.0527
3277,0.0511
3278,0.0511
3279,0.0511
3280,0.0511
3281,0.0527
3282,0.0495
3283,0.0495
3284,0.0495
3285,0.0479
3286,0.0479
3287,0.0479
3288,0.0463
3289,0.0463
3290,0.0463
3291,0.0463
3292,0.0463
3293,0.0447
3294,0.0447
3295,0.0447
3296,0.0447
3297,0.0431
3298,0.0431
3299,0.0431
3300,0.0431
3301,0.0431
3302,0.0415
3303,0.0415
3304,0.0415
3305,0.0415
3306,0.0415
3307,0.0399
3308,0.0399
3309,0.0399
3310,0.0399
3311,0.0447
3312,0.0399
3313,0.0431
3314,0.0431
3315,0.1388
3316,0.1835
3317,0.1803
3318,0.1819
3319,0.2808
3320,0.3526
3321,0.3606
3322,0.359
3323,0.3814
3324,0.4165
3325,0.4803
3326,0.5648
3327,0.6143
3328,0.6223
3329,0.6398
3330,0.6335
3331,0.6287
3332,0.6366
3333,0.6335
3334,0.6223
3335,0.6127
3336,0.6031
3337,0.592
3338,0.6335
3339,0.6255
3340,0.6335
3341,0.6733
3342,0.6781
3343,0.6973
3344,0.6973
3345,0.6861
3346,0.6749
3347,0.6861
3348,0.8776
3349,0.8648
3350,0.8505
3351,0.8377
3352,0.8233
3353,0.809
3354,0.8856
3355,0.9063
3356,0.8967
3357,0.8824
3358,0.8808
3359,0.8648
3360,0.9127
3361,0.9606
3362,0.9558
3363,0.9957
3364,1.0515
3365,1.0611
3366,1.1233
3367,1.1297
3368,1.1568
3369,1.1855
3370,1.1664
3371,1.16
3372,1.1919
3373,1.2079
3374,1.1967
3375,1.1871
3376,1.1712
3377,1.2302
3378,1.2605
3379,1.243
3380,1.2541
3381,1.2446
3382,1.2318
3383,1.2111
3384,1.1903
3385,1.1823
3386,1.1632
3387,1.1441
3388,1.1249
3389,1.1712
3390,1.2334
3391,1.2653
3392,1.2446
3393,1.2254
3394,1.2127
3395,1.1983
3396,1.2286
3397,1.2127
3398,1.2206
3399,1.2111
3400,1.1951
3401,1.176
3402,1.1552
3403,1.1361
3404,1.1169
3405,1.0994
3406,1.0802
3407,1.0834
3408,1.0659
3409,1.0483
3410,1.0308
3411,1.0132
3412,0.9957
3413,0.9797
3414,0.9637
3415,0.9478
3416,0.9318
3417,0.9159
3418,0.9015
3419,0.8872
3420,0.8712
3421,0.8568
3422,0.8425
3423,0.8297
3424,0.8154
3425,0.8026
3426,0.7882
3427,0.7755
3428,0.7627
3429,0.7499
3430,0.7388
3431,0.726
3432,0.7148
3433,0.7021
3434,0.6909
3435,0.6797
3436,0.6686
3437,0.6574
3438,0.6462
3439,0.6366
3440,0.6255
3441,0.6159
3442,0.6047
3443,0.5952
3444,0.5856
3445,0.576
3446,0.5664
3447,0.5569
3448,0.5489
3449,0.5393
3450,0.5313
3451,0.5218
3452,0.5138
3453,0.5058
3454,0.4978
3455,0.4899
3456,0.4819
3457,0.4739
3458,0.4659
3459,0.4579
3460,0.4516
3461,0.4436
3462,0.4372
3463,0.4292
3464,0.4228
3465,0.4165
3466,0.4085
3467,0.4021
3468,0.3957
3469,0.3893
3470,0.3829
3471,0.3782
3472,0.3718
3473,0.3654
3474,0.359
3475,0.3542
3476,0.3478
3477,0.3431
3478,0.3383
3479,0.3319
3480,0.3271
3481,0.3223
3482,0.3159
3483,0.3111
3484,0.3064
3485,0.3016
3486,0.2968
3487,0.292
3488,0.2888
3489,0.284
3490,0.2792
3491,0.2744
3492,0.2713
3493,0.2665
3494,0.2617
3495,0.2585
3496,0.2537
3497,0.2505
3498,0.2473
3499,0.2425
3500,0.2393
3501,0.2346
3502,0.2314
3503,0.2282
3504,0.225
3505,0.2218
3506,0.2186
3507,0.2154
3508,0.2122
3509,0.209
3510,0.2058
3511,0.2026
3512,0.1995
3513,0.1963
3514,0.1931
3515,0.1899
3516,0.1867
3517,0.1851
3518,0.1819
3519,0.1787
3520,0.1771
3521,0.1739
3522,0.1707
3523,0.1691
3524,0.1659
3525,0.1643
3526,0.1612
3527,0.1596
3528,0.1564
3529,0.1548
3530,0.1532
3531,0.15
3532,0.1484
3533,0.1468
3534,0.1436
3535,0.142
3536,0.1404
3537,0.1372
3538,0.1356
3539,0.134
3540,0.1324
3541,0.1308
3542,0.1292
3543,0.1261
3544,0.1245
3545,0.1229
3546,0.1213
3547,0.1197
3548,0.1181
3549,0.1165
3550,0.1149
3551,0.1133
3552,0.1117
3553,0.1101
3554,0.1085
3555,0.1085
3556,0.1069
3557,0.1053
3558,0.1037
3559,0.1021
3560,0.1005
3561,0.0989
3562,0.0989
3563,0.0973
3564,0.0957
3565,0.0941
3566,0.0925
3567,0.0925
3568,0.0909
3569,0.0894
3570,0.0894
3571,0.0878
3572,0.0862
3573,0.0862
3574,0.0846
3575,0.083
3576,0.083
3577,0.0814
3578,0.0798
3579,0.0798
3580,0.0782
3581,0.0782
3582,0.0766
3583,0.075
3584,0.075
3585,0.0734
3586,0.0734
3587,0.0718
3588,0.0718
3589,0.0702
3590,0.0702
3591,0.0686
3592,0.0686
3593,0.067
3594,0.067
3595,0.0654
3596,0.0654
3597,0.0654
3598,0.0638
3599,0.0638
3600,0.0622
3601,0.0622
3602,0.0606
3603,0.0606
3604,0.0606
3605,0.059
3606,0.059
3607,0.059
3608,0.0574
3609,0.0574
3610,0.0558
3611,0.0558
3612,0.0558
