$ [qdt_kol001] [2015 - 2048],
$ [qdt_kol001],
JDAY,Q (M3/S)
3624,0.0019
3625,0.0019
3626,0.0019
3627,0.0018
3628,0.0018
3629,0.0018
3630,0.0018
3631,0.0016
3632,0.0016
3633,0.0016
3634,0.0016
3635,0.0015
3636,0.0015
3637,0.0015
3638,0.0015
3639,0.0014
3640,0.0014
3641,0.0014
3642,0.0014
3643,0.0014
3644,0.0013
3645,0.0013
3646,0.0013
3647,0.0013
3648,0.0013
3649,0.0012
3650,0.0012
3651,0.0012
3652,0.0012
3653,0.0012
3654,0.0012
3655,0.0011
3656,0.0011
3657,0.0011
3658,0.0011
3659,0.0011
3660,0.0011
3661,0.0009
3662,0.0009
3663,0.0009
3664,0.0009
3665,0.0009
3666,0.0009
3667,0.0009
3668,0.0008
3669,0.0008
3670,0.0008
3671,0.0008
3672,0.0008
3673,0.0008
3674,0.0008
3675,0.0008
3676,0.0008
3677,0.0007
3678,0.0007
3679,0.0007
3680,0.0008
3681,0.0081
3682,0.0114
3683,0.0111
3684,0.011
3685,0.0189
3686,0.0242
3687,0.0246
3688,0.0246
3689,0.0263
3690,0.0288
3691,0.0335
3692,0.0397
3693,0.0434
3694,0.044
3695,0.0453
3696,0.0448
3697,0.0444
3698,0.045
3699,0.0448
3700,0.044
3701,0.0433
3702,0.0426
3703,0.0417
3704,0.0448
3705,0.0442
3706,0.0448
3707,0.0477
3708,0.0481
3709,0.0495
3710,0.0496
3711,0.0488
3712,0.048
3713,0.0488
3714,0.0481
3715,0.0472
3716,0.0464
3717,0.0457
3718,0.0449
3719,0.0506
3720,0.0525
3721,0.0519
3722,0.0511
3723,0.0511
3724,0.0503
3725,0.0539
3726,0.0577
3727,0.0574
3728,0.0606
3729,0.0648
3730,0.0658
3731,0.0705
3732,0.0712
3733,0.0733
3734,0.0756
3735,0.0743
3736,0.074
3737,0.0766
3738,0.0778
3739,0.0773
3740,0.0767
3741,0.0756
3742,0.0801
3743,0.0825
3744,0.0812
3745,0.0823
3746,0.0818
3747,0.0809
3748,0.0796
3749,0.0782
3750,0.0777
3751,0.0764
3752,0.075
3753,0.0739
3754,0.0774
3755,0.0821
3756,0.0845
3757,0.0831
3758,0.0818
3759,0.081
3760,0.0801
3761,0.0824
3762,0.0812
3763,0.0821
3764,0.0814
3765,0.0803
3766,0.079
3767,0.0776
3768,0.0763
3769,0.075
3770,0.0737
3771,0.0725
3772,0.0728
3773,0.0715
3774,0.0703
3775,0.0692
3776,0.068
3777,0.0668
3778,0.0657
3779,0.0645
3780,0.0634
3781,0.0624
3782,0.0613
3783,0.0603
3784,0.0592
3785,0.0583
3786,0.0572
3787,0.0563
3788,0.0553
3789,0.0544
3790,0.0535
3791,0.0525
3792,0.0516
3793,0.0508
3794,0.0499
3795,0.049
3796,0.0482
3797,0.0474
3798,0.0465
3799,0.0458
3800,0.045
3801,0.0443
3802,0.0435
3803,0.0428
3804,0.0421
3805,0.0413
3806,0.0406
3807,0.04
3808,0.0393
3809,0.0386
3810,0.038
3811,0.0373
3812,0.0367
3813,0.036
3814,0.0354
3815,0.0348
3816,0.0342
3817,0.0336
3818,0.0331
3819,0.0325
3820,0.032
3821,0.0314
3822,0.0308
3823,0.0304
3824,0.0298
3825,0.0293
3826,0.0288
3827,0.0284
3828,0.0279
3829,0.0274
3830,0.027
3831,0.0265
3832,0.026
3833,0.0256
3834,0.0251
3835,0.0247
3836,0.0243
3837,0.0239
3838,0.0234
3839,0.0231
3840,0.0226
3841,0.0223
3842,0.0219
3843,0.0216
3844,0.0212
3845,0.0208
3846,0.0204
3847,0.0202
3848,0.0198
3849,0.0195
3850,0.0191
3851,0.0188
3852,0.0184
3853,0.0182
3854,0.0178
3855,0.0175
3856,0.0172
3857,0.0169
3858,0.0166
3859,0.0164
3860,0.0161
3861,0.0158
3862,0.0156
3863,0.0152
3864,0.015
3865,0.0148
3866,0.0145
3867,0.0143
3868,0.0141
3869,0.0138
3870,0.0136
3871,0.0134
3872,0.0131
3873,0.0129
3874,0.0127
3875,0.0124
3876,0.0122
3877,0.012
3878,0.0118
3879,0.0116
3880,0.0114
3881,0.0113
3882,0.011
3883,0.0108
3884,0.0107
3885,0.0104
3886,0.0103
3887,0.0101
3888,0.01
3889,0.0097
3890,0.0096
3891,0.0095
3892,0.0093
3893,0.0091
3894,0.009
3895,0.0088
3896,0.0087
3897,0.0086
3898,0.0084
3899,0.0082
3900,0.0081
3901,0.008
3902,0.0079
3903,0.0077
3904,0.0076
3905,0.0074
3906,0.0073
3907,0.0072
3908,0.007
3909,0.0069
3910,0.0068
3911,0.0067
3912,0.0066
3913,0.0064
3914,0.0063
3915,0.0062
3916,0.0062
3917,0.0061
3918,0.006
3919,0.0059
3920,0.0057
3921,0.0056
3922,0.0055
3923,0.0055
3924,0.0054
3925,0.0053
3926,0.0052
3927,0.0052
3928,0.005
3929,0.0049
3930,0.0048
3931,0.0048
3932,0.0047
3933,0.0046
3934,0.0046
3935,0.0045
3936,0.0043
3937,0.0043
3938,0.0042
3939,0.0041
3940,0.0041
3941,0.004
3942,0.004
3943,0.0039
3944,0.0039
3945,0.0038
3946,0.0036
3947,0.0036
3948,0.0035
3949,0.0035
3950,0.0034
3951,0.0034
3952,0.0033
3953,0.0033
3954,0.0032
3955,0.0032
3956,0.003
3957,0.003
3958,0.003
3959,0.0029
3960,0.0029
3961,0.0028
3962,0.0028
3963,0.0027
3964,0.0027
3965,0.0027
3966,0.0026
3967,0.0026
3968,0.0026
3969,0.0025
3970,0.0025
3971,0.0023
3972,0.0023
3973,0.0023
3974,0.0022
3975,0.0022
3976,0.0022
3977,0.0022
3978,0.0021
3979,0.0021
3980,0.0021
3981,0.002
3982,0.002
3983,0.002
3984,0.0019
3985,0.0019
3986,0.0019
3987,0.0019
3988,0.0018
3989,0.0018
3990,0.0018
3991,0.0018
3992,0.0016
3993,0.0016
3994,0.0016
3995,0.0016
3996,0.0015
3997,0.0015
3998,0.0015
3999,0.0015
4000,0.0014
4001,0.0014
4002,0.0014
4003,0.0014
4004,0.0014
4005,0.0013
4006,0.0013
4007,0.0013
4008,0.0013
4009,0.0013
4010,0.0012
4011,0.0012
4012,0.0012
4013,0.0012
4014,0.0012
4015,0.0012
4016,0.0011
4017,0.0011
4018,0.0011
4019,0.0011
4020,0.0011
4021,0.0011
4022,0.0009
4023,0.0009
4024,0.0009
4025,0.0009
4026,0.0009
4027,0.0009
4028,0.0009
4029,0.0008
4030,0.0008
4031,0.0008
4032,0.0008
4033,0.0008
4034,0.0008
4035,0.0008
4036,0.0008
4037,0.0008
4038,0.0007
4039,0.0007
4040,0.0007
4041,0.0007
4042,0.0007
4043,0.0007
4044,0.0007
4045,0.0008
4046,0.0081
4047,0.0114
4048,0.0111
4049,0.0109
4050,0.0188
4051,0.0242
4052,0.0246
4053,0.0246
4054,0.0263
4055,0.0287
4056,0.0335
4057,0.0396
4058,0.0433
4059,0.0438
4060,0.0451
4061,0.0448
4062,0.0444
4063,0.0449
4064,0.0447
4065,0.044
4066,0.0433
4067,0.0424
4068,0.0417
4069,0.0448
4070,0.0442
4071,0.0448
4072,0.0477
4073,0.0481
4074,0.0495
4075,0.0496
4076,0.0487
4077,0.0478
4078,0.0487
4079,0.0481
4080,0.0472
4081,0.0464
4082,0.0456
4083,0.0449
4084,0.0506
4085,0.0524
4086,0.0519
4087,0.051
4088,0.0511
4089,0.0503
4090,0.0539
4091,0.0577
4092,0.0574
4093,0.0606
4094,0.0648
4095,0.0658
4096,0.0705
4097,0.0712
4098,0.0733
4099,0.0756
4100,0.0743
4101,0.074
4102,0.0766
4103,0.0778
4104,0.0773
4105,0.0767
4106,0.0756
4107,0.0801
4108,0.0825
4109,0.0812
4110,0.0823
4111,0.0818
4112,0.0809
4113,0.0796
4114,0.0782
4115,0.0777
4116,0.0763
4117,0.075
4118,0.0739
4119,0.0774
4120,0.0821
4121,0.0845
4122,0.0831
4123,0.0818
4124,0.081
4125,0.0801
4126,0.0824
4127,0.0812
4128,0.0821
4129,0.0814
4130,0.0803
4131,0.079
4132,0.0776
4133,0.0763
4134,0.075
4135,0.0737
4136,0.0725
4137,0.0728
4138,0.0715
4139,0.0703
4140,0.0691
4141,0.0679
4142,0.0668
4143,0.0657
4144,0.0645
4145,0.0634
4146,0.0624
4147,0.0613
4148,0.0603
4149,0.0592
4150,0.0583
4151,0.0572
4152,0.0563
4153,0.0553
4154,0.0544
4155,0.0535
4156,0.0525
4157,0.0516
4158,0.0508
4159,0.0499
4160,0.049
4161,0.0482
4162,0.0474
4163,0.0465
4164,0.0458
4165,0.045
4166,0.0442
4167,0.0435
4168,0.0428
4169,0.0421
4170,0.0413
4171,0.0406
4172,0.04
4173,0.0393
4174,0.0386
4175,0.0379
4176,0.0373
4177,0.0367
4178,0.036
4179,0.0354
4180,0.0348
4181,0.0342
4182,0.0336
4183,0.0331
4184,0.0325
4185,0.0319
4186,0.0314
4187,0.0308
4188,0.0304
4189,0.0298
4190,0.0293
4191,0.0288
4192,0.0284
4193,0.0279
4194,0.0274
4195,0.027
4196,0.0265
4197,0.026
4198,0.0256
4199,0.0251
4200,0.0247
4201,0.0243
4202,0.0239
4203,0.0234
4204,0.0231
4205,0.0226
4206,0.0223
4207,0.0219
4208,0.0216
4209,0.0212
4210,0.0208
4211,0.0204
4212,0.02
4213,0.0198
4214,0.0195
4215,0.0191
4216,0.0188
4217,0.0184
4218,0.0182
4219,0.0178
4220,0.0175
4221,0.0172
4222,0.0169
4223,0.0166
4224,0.0164
4225,0.0161
4226,0.0158
4227,0.0156
4228,0.0152
4229,0.015
4230,0.0148
4231,0.0145
4232,0.0143
4233,0.0141
4234,0.0138
4235,0.0136
4236,0.0134
4237,0.0131
4238,0.0129
4239,0.0127
4240,0.0124
4241,0.0122
4242,0.012
4243,0.0118
4244,0.0116
4245,0.0114
4246,0.0113
4247,0.011
4248,0.0108
4249,0.0107
4250,0.0104
4251,0.0103
4252,0.0101
4253,0.01
4254,0.0097
4255,0.0096
4256,0.0095
4257,0.0093
4258,0.0091
4259,0.009
4260,0.0088
4261,0.0087
4262,0.0086
4263,0.0084
4264,0.0082
4265,0.0081
4266,0.008
4267,0.0079
4268,0.0077
4269,0.0076
4270,0.0074
4271,0.0073
4272,0.0072
4273,0.007
4274,0.0069
4275,0.0068
4276,0.0067
4277,0.0066
4278,0.0064
4279,0.0063
4280,0.0062
4281,0.0062
4282,0.0061
4283,0.006
4284,0.0059
4285,0.0057
4286,0.0056
4287,0.0055
4288,0.0055
4289,0.0054
4290,0.0053
4291,0.0052
4292,0.0052
4293,0.005
4294,0.0049
4295,0.0048
4296,0.0048
4297,0.0047
4298,0.0046
4299,0.0046
4300,0.0045
4301,0.0043
4302,0.0043
4303,0.0042
4304,0.0041
4305,0.0041
4306,0.004
4307,0.004
4308,0.0039
4309,0.0039
4310,0.0038
4311,0.0036
4312,0.0036
4313,0.0035
4314,0.0035
4315,0.0034
4316,0.0034
4317,0.0033
4318,0.0033
4319,0.0032
4320,0.0032
4321,0.003
4322,0.003
4323,0.003
4324,0.0029
4325,0.0029
4326,0.0028
4327,0.0028
4328,0.0027
4329,0.0027
4330,0.0027
4331,0.0026
4332,0.0026
4333,0.0026
4334,0.0025
4335,0.0025
4336,0.0023
4337,0.0023
4338,0.0023
4339,0.0022
4340,0.0022
4341,0.0022
4342,0.0022
4343,0.0021
4344,0.0021
4345,0.0021
4346,0.002
4347,0.002
4348,0.002
4349,0.0019
4350,0.0019
4351,0.0019
4352,0.0019
4353,0.0018
4354,0.0018
4355,0.0018
4356,0.0018
4357,0.0016
4358,0.0016
4359,0.0016
4360,0.0016
4361,0.0015
4362,0.0015
4363,0.0015
4364,0.0015
4365,0.0014
4366,0.0014
4367,0.0014
4368,0.0014
4369,0.0014
4370,0.0013
4371,0.0013
4372,0.0013
4373,0.0013
4374,0.0013
4375,0.0012
4376,0.0012
4377,0.0012
4378,0.0012
4379,0.0012
4380,0.0012
4381,0.0011
4382,0.0011
4383,0.0011
4384,0.0011
4385,0.0011
4386,0.0011
4387,0.0009
4388,0.0009
4389,0.0009
4390,0.0009
4391,0.0009
4392,0.0009
4393,0.0009
4394,0.0008
4395,0.0008
4396,0.0008
4397,0.0008
4398,0.0008
4399,0.0008
4400,0.0008
4401,0.0008
4402,0.0008
4403,0.0007
4404,0.0007
4405,0.0007
4406,0.0007
4407,0.0007
4408,0.0007
4409,0.0007
4410,0.0008
4411,0.0081
4412,0.0114
4413,0.0111
4414,0.0109
4415,0.0188
4416,0.0242
4417,0.0246
4418,0.0246
4419,0.0263
4420,0.0287
4421,0.0335
4422,0.0396
4423,0.0433
4424,0.0438
4425,0.0451
4426,0.0448
4427,0.0444
4428,0.0449
4429,0.0447
4430,0.044
4431,0.0433
4432,0.0424
4433,0.0417
4434,0.0448
4435,0.0442
4436,0.0448
4437,0.0477
4438,0.0481
4439,0.0495
4440,0.0496
4441,0.0487
4442,0.0478
4443,0.0487
4444,0.0481
4445,0.0472
4446,0.0464
4447,0.0456
4448,0.0449
4449,0.0506
4450,0.0524
4451,0.0519
4452,0.051
4453,0.0511
4454,0.0503
4455,0.0539
4456,0.0577
4457,0.0574
4458,0.0606
4459,0.0648
4460,0.0658
4461,0.0705
4462,0.0712
4463,0.0733
4464,0.0756
4465,0.0743
4466,0.074
4467,0.0766
4468,0.0778
4469,0.0773
4470,0.0767
4471,0.0756
4472,0.0801
4473,0.0825
4474,0.0812
4475,0.0823
4476,0.0818
4477,0.0809
4478,0.0796
4479,0.0782
4480,0.0777
4481,0.0763
4482,0.075
4483,0.0739
4484,0.0774
4485,0.0821
4486,0.0845
4487,0.0831
4488,0.0818
4489,0.081
4490,0.0801
4491,0.0824
4492,0.0812
4493,0.0821
4494,0.0814
4495,0.0803
4496,0.079
4497,0.0776
4498,0.0763
4499,0.075
4500,0.0737
4501,0.0725
4502,0.0728
4503,0.0715
4504,0.0703
4505,0.0691
4506,0.0679
4507,0.0668
4508,0.0657
4509,0.0645
4510,0.0634
4511,0.0624
4512,0.0613
4513,0.0603
4514,0.0592
4515,0.0583
4516,0.0572
4517,0.0563
4518,0.0553
4519,0.0544
4520,0.0535
4521,0.0525
4522,0.0516
4523,0.0508
4524,0.0499
4525,0.049
4526,0.0482
4527,0.0474
4528,0.0465
4529,0.0458
4530,0.045
4531,0.0442
4532,0.0435
4533,0.0428
4534,0.0421
4535,0.0413
4536,0.0406
4537,0.04
4538,0.0393
4539,0.0386
4540,0.0379
4541,0.0373
4542,0.0367
4543,0.036
4544,0.0354
4545,0.0348
4546,0.0342
4547,0.0336
4548,0.0331
4549,0.0325
4550,0.0319
4551,0.0314
4552,0.0308
4553,0.0304
4554,0.0298
4555,0.0293
4556,0.0288
4557,0.0284
4558,0.0279
4559,0.0274
4560,0.027
4561,0.0265
4562,0.026
4563,0.0256
4564,0.0251
4565,0.0247
4566,0.0243
4567,0.0239
4568,0.0234
4569,0.0231
4570,0.0226
4571,0.0223
4572,0.0219
4573,0.0216
4574,0.0212
4575,0.0208
4576,0.0204
4577,0.02
4578,0.0198
4579,0.0195
4580,0.0191
4581,0.0188
4582,0.0184
4583,0.0182
4584,0.0178
4585,0.0175
4586,0.0172
4587,0.0169
4588,0.0166
4589,0.0164
4590,0.0161
4591,0.0158
4592,0.0156
4593,0.0152
4594,0.015
4595,0.0148
4596,0.0145
4597,0.0143
4598,0.0141
4599,0.0138
4600,0.0136
4601,0.0134
4602,0.0131
4603,0.0129
4604,0.0127
4605,0.0124
4606,0.0122
4607,0.012
4608,0.0118
4609,0.0116
4610,0.0114
4611,0.0113
4612,0.011
4613,0.0108
4614,0.0107
4615,0.0104
4616,0.0103
4617,0.0101
4618,0.01
4619,0.0097
4620,0.0096
4621,0.0095
4622,0.0093
4623,0.0091
4624,0.009
4625,0.0088
4626,0.0087
4627,0.0086
4628,0.0084
4629,0.0082
4630,0.0081
4631,0.008
4632,0.0079
4633,0.0077
4634,0.0076
4635,0.0074
4636,0.0073
4637,0.0072
4638,0.007
4639,0.0069
4640,0.0068
4641,0.0067
4642,0.0066
4643,0.0064
4644,0.0063
4645,0.0062
4646,0.0062
4647,0.0061
4648,0.006
4649,0.0059
4650,0.0057
4651,0.0056
4652,0.0055
4653,0.0055
4654,0.0054
4655,0.0053
4656,0.0052
4657,0.0052
4658,0.005
4659,0.0049
4660,0.0048
4661,0.0048
4662,0.0047
4663,0.0046
4664,0.0046
4665,0.0045
4666,0.0043
4667,0.0043
4668,0.0042
4669,0.0041
4670,0.0041
4671,0.004
4672,0.004
4673,0.0039
4674,0.0039
4675,0.0038
4676,0.0036
4677,0.0036
4678,0.0035
4679,0.0035
4680,0.0034
4681,0.0034
4682,0.0033
4683,0.0033
4684,0.0032
4685,0.0032
4686,0.003
4687,0.003
4688,0.003
4689,0.0029
4690,0.0029
4691,0.0028
4692,0.0028
4693,0.0027
4694,0.0027
4695,0.0027
4696,0.0026
4697,0.0026
4698,0.0026
4699,0.0025
4700,0.0025
4701,0.0023
4702,0.0023
4703,0.0023
4704,0.0022
4705,0.0022
4706,0.0022
4707,0.0022
4708,0.0021
4709,0.0021
4710,0.0021
4711,0.002
4712,0.002
4713,0.002
4714,0.0019
4715,0.0019
4716,0.0019
4717,0.0019
4718,0.0018
4719,0.0018
4720,0.0018
4721,0.0018
4722,0.0016
4723,0.0016
4724,0.0016
4725,0.0016
4726,0.0015
4727,0.0015
4728,0.0015
4729,0.0015
4730,0.0014
4731,0.0014
4732,0.0014
4733,0.0014
4734,0.0014
4735,0.0013
4736,0.0013
4737,0.0013
4738,0.0013
4739,0.0013
4740,0.0012
4741,0.0012
4742,0.0012
4743,0.0012
4744,0.0012
4745,0.0012
4746,0.0011
4747,0.0011
4748,0.0011
4749,0.0011
4750,0.0011
4751,0.0011
4752,0.0009
4753,0.0009
4754,0.0009
4755,0.0009
4756,0.0009
4757,0.0009
4758,0.0009
4759,0.0008
4760,0.0008
4761,0.0008
4762,0.0008
4763,0.0008
4764,0.0008
4765,0.0008
4766,0.0008
4767,0.0008
4768,0.0007
4769,0.0007
4770,0.0007
4771,0.0007
4772,0.0007
4773,0.0007
4774,0.0007
4775,0.0008
4776,0.0081
4777,0.0114
4778,0.0111
4779,0.0109
4780,0.0188
4781,0.0242
4782,0.0246
4783,0.0246
4784,0.0263
4785,0.0287
4786,0.0335
4787,0.0396
4788,0.0433
4789,0.0438
4790,0.0451
4791,0.0448
4792,0.0444
4793,0.0449
4794,0.0447
4795,0.044
4796,0.0433
4797,0.0424
4798,0.0417
4799,0.0448
4800,0.0442
4801,0.0448
4802,0.0477
4803,0.0481
4804,0.0495
4805,0.0496
4806,0.0487
4807,0.0478
4808,0.0487
4809,0.0625
4810,0.0617
4811,0.0606
4812,0.0596
4813,0.0585
4814,0.0576
4815,0.0631
4816,0.0647
4817,0.0639
4818,0.0628
4819,0.0627
4820,0.0617
4821,0.0651
4822,0.0687
4823,0.0682
4824,0.0713
4825,0.0753
4826,0.0761
4827,0.0805
4828,0.0811
4829,0.0831
4830,0.0852
4831,0.0838
4832,0.0834
4833,0.0857
4834,0.0869
4835,0.0861
4836,0.0853
4837,0.0841
4838,0.0885
4839,0.0907
4840,0.0895
4841,0.0903
4842,0.0896
4843,0.0886
4844,0.0871
4845,0.0856
4846,0.085
4847,0.0836
4848,0.0822
4849,0.0808
4850,0.0843
4851,0.0889
4852,0.0911
4853,0.0896
4854,0.0882
4855,0.0873
4856,0.0863
4857,0.0884
4858,0.0872
4859,0.0879
4860,0.0871
4861,0.0859
4862,0.0845
4863,0.0831
4864,0.0817
4865,0.0803
4866,0.0789
4867,0.0776
4868,0.0777
4869,0.0764
4870,0.0751
4871,0.0739
4872,0.0726
4873,0.0714
4874,0.0701
4875,0.0689
4876,0.0678
4877,0.0666
4878,0.0655
4879,0.0644
4880,0.0633
4881,0.0623
4882,0.0612
4883,0.0601
4884,0.0591
4885,0.0581
4886,0.0571
4887,0.0562
4888,0.0552
4889,0.0543
4890,0.0533
4891,0.0524
4892,0.0516
4893,0.0506
4894,0.0498
4895,0.049
4896,0.0481
4897,0.0472
4898,0.0465
4899,0.0457
4900,0.0449
4901,0.0442
4902,0.0434
4903,0.0427
4904,0.042
4905,0.0413
4906,0.0406
4907,0.0399
4908,0.0392
4909,0.0385
4910,0.0379
4911,0.0372
4912,0.0366
4913,0.036
4914,0.0353
4915,0.0347
4916,0.0341
4917,0.0335
4918,0.0329
4919,0.0325
4920,0.0319
4921,0.0313
4922,0.0308
4923,0.0302
4924,0.0298
4925,0.0293
4926,0.0287
4927,0.0283
4928,0.0278
4929,0.0273
4930,0.0268
4931,0.0264
4932,0.0259
4933,0.0256
4934,0.0251
4935,0.0246
4936,0.0243
4937,0.0238
4938,0.0234
4939,0.023
4940,0.0226
4941,0.0223
4942,0.0219
4943,0.0215
4944,0.0211
4945,0.0208
4946,0.0204
4947,0.02
4948,0.0197
4949,0.0193
4950,0.0191
4951,0.0188
4952,0.0184
4953,0.0181
4954,0.0178
4955,0.0175
4956,0.0172
4957,0.0169
4958,0.0166
4959,0.0163
4960,0.0161
4961,0.0158
4962,0.0155
4963,0.0152
4964,0.015
4965,0.0148
4966,0.0145
4967,0.0143
4968,0.014
4969,0.0137
4970,0.0135
4971,0.0132
4972,0.0131
4973,0.0129
4974,0.0127
4975,0.0124
4976,0.0122
4977,0.012
4978,0.0118
4979,0.0116
4980,0.0114
4981,0.0113
4982,0.011
4983,0.0108
4984,0.0107
4985,0.0104
4986,0.0103
4987,0.0101
4988,0.01
4989,0.0097
4990,0.0096
4991,0.0095
4992,0.0093
4993,0.0091
4994,0.0089
4995,0.0088
4996,0.0087
4997,0.0086
4998,0.0083
4999,0.0082
5000,0.0081
5001,0.008
5002,0.0079
5003,0.0077
5004,0.0075
5005,0.0074
5006,0.0073
5007,0.0072
5008,0.007
5009,0.0069
5010,0.0068
5011,0.0067
5012,0.0066
5013,0.0064
5014,0.0063
5015,0.0062
5016,0.0061
5017,0.0061
5018,0.006
5019,0.0059
5020,0.0057
5021,0.0056
5022,0.0055
5023,0.0055
5024,0.0054
5025,0.0053
5026,0.0052
5027,0.005
5028,0.005
5029,0.0049
5030,0.0048
5031,0.0048
5032,0.0047
5033,0.0046
5034,0.0046
5035,0.0045
5036,0.0043
5037,0.0043
5038,0.0042
5039,0.0041
5040,0.0041
5041,0.004
5042,0.004
5043,0.0039
5044,0.0038
5045,0.0038
5046,0.0036
5047,0.0036
5048,0.0035
5049,0.0035
5050,0.0034
5051,0.0034
5052,0.0033
5053,0.0033
5054,0.0032
5055,0.0032
5056,0.003
5057,0.003
5058,0.003
5059,0.0029
5060,0.0029
5061,0.0028
5062,0.0028
5063,0.0027
5064,0.0027
5065,0.0027
5066,0.0026
5067,0.0026
5068,0.0026
5069,0.0025
5070,0.0025
5071,0.0023
5072,0.0023
5073,0.0023
5074,0.0022
5075,0.0022
5076,0.0022
5077,0.0021
5078,0.0021
5079,0.0021
5080,0.0021
5081,0.002
5082,0.002
5083,0.002
5084,0.0019
5085,0.0019
5086,0.0019
5087,0.0019
5088,0.0018
5089,0.0018
5090,0.0018
5091,0.0018
5092,0.0016
5093,0.0016
5094,0.0016
5095,0.0016
5096,0.0015
5097,0.0015
5098,0.0015
5099,0.0015
5100,0.0014
5101,0.0014
5102,0.0014
5103,0.0014
5104,0.0014
5105,0.0013
5106,0.0013
5107,0.0013
5108,0.0013
5109,0.0013
5110,0.0012
5111,0.0012
5112,0.0012
5113,0.0012
5114,0.0012
5115,0.0012
5116,0.0011
5117,0.0011
5118,0.0011
5119,0.0011
5120,0.0011
5121,0.0011
5122,0.0009
5123,0.0009
5124,0.0009
5125,0.0009
5126,0.0009
5127,0.0009
5128,0.0009
5129,0.0008
5130,0.0008
5131,0.0008
5132,0.0008
5133,0.0008
5134,0.0008
5135,0.0008
5136,0.0008
5137,0.0008
5138,0.0007
5139,0.0007
5140,0.0007
5141,0.0008
5142,0.0081
5143,0.0114
5144,0.0111
5145,0.011
5146,0.0189
5147,0.0242
5148,0.0246
5149,0.0246
5150,0.0263
5151,0.0288
5152,0.0335
5153,0.0397
5154,0.0434
5155,0.044
5156,0.0453
5157,0.0448
5158,0.0444
5159,0.045
5160,0.0448
5161,0.044
5162,0.0433
5163,0.0426
5164,0.0417
5165,0.0448
5166,0.0442
5167,0.0448
5168,0.0477
5169,0.0481
5170,0.0495
5171,0.0496
5172,0.0488
5173,0.048
5174,0.0488
5175,0.0481
5176,0.0472
5177,0.0464
5178,0.0457
5179,0.0449
5180,0.0506
5181,0.0525
5182,0.0519
5183,0.0511
5184,0.0511
5185,0.0503
5186,0.0539
5187,0.0577
5188,0.0574
5189,0.0606
5190,0.0648
5191,0.0658
5192,0.0705
5193,0.0712
5194,0.0733
5195,0.0756
5196,0.0743
5197,0.074
5198,0.0766
5199,0.0778
5200,0.0773
5201,0.0767
5202,0.0756
5203,0.0801
5204,0.0825
5205,0.0812
5206,0.0823
5207,0.0818
5208,0.0809
5209,0.0796
5210,0.0782
5211,0.0777
5212,0.0764
5213,0.075
5214,0.0739
5215,0.0774
5216,0.0821
5217,0.0845
5218,0.0831
5219,0.0818
5220,0.081
5221,0.0801
5222,0.0824
5223,0.0812
5224,0.0821
5225,0.0814
5226,0.0803
5227,0.079
5228,0.0776
5229,0.0763
5230,0.075
5231,0.0737
5232,0.0725
5233,0.0728
5234,0.0715
5235,0.0703
5236,0.0692
5237,0.068
5238,0.0668
5239,0.0657
5240,0.0645
5241,0.0634
5242,0.0624
5243,0.0613
5244,0.0603
5245,0.0592
5246,0.0583
5247,0.0572
5248,0.0563
5249,0.0553
5250,0.0544
5251,0.0535
5252,0.0525
5253,0.0516
5254,0.0508
5255,0.0499
5256,0.049
5257,0.0482
5258,0.0474
5259,0.0465
5260,0.0458
5261,0.045
5262,0.0443
5263,0.0435
5264,0.0428
5265,0.0421
5266,0.0413
5267,0.0406
5268,0.04
5269,0.0393
5270,0.0386
5271,0.038
5272,0.0373
5273,0.0367
5274,0.036
5275,0.0354
5276,0.0348
5277,0.0342
5278,0.0336
5279,0.0331
5280,0.0325
5281,0.032
5282,0.0314
5283,0.0308
5284,0.0304
5285,0.0298
5286,0.0293
5287,0.0288
5288,0.0284
5289,0.0279
5290,0.0274
5291,0.027
5292,0.0265
5293,0.026
5294,0.0256
5295,0.0251
5296,0.0247
5297,0.0243
5298,0.0239
5299,0.0234
5300,0.0231
5301,0.0226
5302,0.0223
5303,0.0219
5304,0.0216
5305,0.0212
5306,0.0208
5307,0.0204
5308,0.0202
5309,0.0198
5310,0.0195
5311,0.0191
5312,0.0188
5313,0.0184
5314,0.0182
5315,0.0178
5316,0.0175
5317,0.0172
5318,0.0169
5319,0.0166
5320,0.0164
5321,0.0161
5322,0.0158
5323,0.0156
5324,0.0152
5325,0.015
5326,0.0148
5327,0.0145
5328,0.0143
5329,0.0141
5330,0.0138
5331,0.0136
5332,0.0134
5333,0.0131
5334,0.0129
5335,0.0127
5336,0.0124
5337,0.0122
5338,0.012
5339,0.0118
5340,0.0116
5341,0.0114
5342,0.0113
5343,0.011
5344,0.0108
5345,0.0107
5346,0.0104
5347,0.0103
5348,0.0101
5349,0.01
5350,0.0097
5351,0.0096
5352,0.0095
5353,0.0093
5354,0.0091
5355,0.009
5356,0.0088
5357,0.0087
5358,0.0086
5359,0.0084
5360,0.0082
5361,0.0081
5362,0.008
5363,0.0079
5364,0.0077
5365,0.0076
5366,0.0074
5367,0.0073
5368,0.0072
5369,0.007
5370,0.0069
5371,0.0068
5372,0.0067
5373,0.0066
5374,0.0064
5375,0.0063
5376,0.0062
5377,0.0062
5378,0.0061
5379,0.006
5380,0.0059
5381,0.0057
5382,0.0056
5383,0.0055
5384,0.0055
5385,0.0054
