$ [qdt_kol001] [2015 - 2048],
$ [qdt_kol001],
JDAY,Q (M3/S)
1860,0.0516
1861,0.0508
1862,0.054
1863,0.0538
1864,0.0698
1865,0.0686
1866,0.0674
1867,0.0662
1868,0.0652
1869,0.0831
1870,0.0898
1871,0.0971
1872,0.0954
1873,0.0965
1874,0.0948
1875,0.0932
1876,0.0916
1877,0.09
1878,0.0885
1879,0.0904
1880,0.1075
1881,0.1109
1882,0.1109
1883,0.109
1884,0.1072
1885,0.1054
1886,0.1095
1887,0.1223
1888,0.121
1889,0.1189
1890,0.1169
1891,0.1149
1892,0.1129
1893,0.1136
1894,0.1121
1895,0.1102
1896,0.1083
1897,0.111
1898,0.109
1899,0.1073
1900,0.1054
1901,0.1036
1902,0.1019
1903,0.1001
1904,0.0984
1905,0.0967
1906,0.0951
1907,0.0934
1908,0.0919
1909,0.0904
1910,0.0887
1911,0.0873
1912,0.0858
1913,0.0843
1914,0.0829
1915,0.0815
1916,0.0801
1917,0.0788
1918,0.0774
1919,0.0761
1920,0.0748
1921,0.0735
1922,0.0723
1923,0.071
1924,0.0699
1925,0.0687
1926,0.0675
1927,0.0664
1928,0.0652
1929,0.0641
1930,0.0631
1931,0.0619
1932,0.0608
1933,0.0599
1934,0.0589
1935,0.0578
1936,0.0569
1937,0.0559
1938,0.055
1939,0.054
1940,0.0531
1941,0.0522
1942,0.0513
1943,0.0504
1944,0.0496
1945,0.0488
1946,0.048
1947,0.0471
1948,0.0463
1949,0.0455
1950,0.0447
1951,0.044
1952,0.0433
1953,0.0424
1954,0.0417
1955,0.041
1956,0.0403
1957,0.0396
1958,0.039
1959,0.0383
1960,0.0376
1961,0.037
1962,0.0365
1963,0.0358
1964,0.0352
1965,0.0346
1966,0.034
1967,0.0334
1968,0.0328
1969,0.0322
1970,0.0318
1971,0.0312
1972,0.0307
1973,0.0301
1974,0.0297
1975,0.0291
1976,0.0286
1977,0.0281
1978,0.0277
1979,0.0272
1980,0.0267
1981,0.0263
1982,0.0258
1983,0.0254
1984,0.025
1985,0.0245
1986,0.0242
1987,0.0237
1988,0.0233
1989,0.0229
1990,0.0225
1991,0.0222
1992,0.0218
1993,0.0213
1994,0.021
1995,0.0206
1996,0.0203
1997,0.0199
1998,0.0197
1999,0.0193
2000,0.019
2001,0.0186
2002,0.0183
2003,0.0181
2004,0.0177
2005,0.0175
2006,0.0171
2007,0.0169
2008,0.0165
2009,0.0163
2010,0.0159
2011,0.0157
2012,0.0155
2013,0.0152
2014,0.0149
2015,0.0147
2016,0.0144
2017,0.0142
2018,0.014
2019,0.0137
2020,0.0135
2021,0.0132
2022,0.013
2023,0.0128
2024,0.0125
2025,0.0123
2026,0.0122
2027,0.012
2028,0.0117
2029,0.0115
2030,0.0114
2031,0.0111
2032,0.011
2033,0.0108
2034,0.0106
2035,0.0104
2036,0.0102
2037,0.0101
2038,0.0098
2039,0.0097
2040,0.0096
2041,0.0094
2042,0.0093
2043,0.009
2044,0.0089
2045,0.0088
2046,0.0087
2047,0.0084
2048,0.0083
2049,0.0082
2050,0.0081
2051,0.008
2052,0.0077
2053,0.0076
2054,0.0075
2055,0.0074
2056,0.0073
2057,0.0072
2058,0.007
2059,0.0069
2060,0.0068
2061,0.0067
2062,0.0066
2063,0.0064
2064,0.0063
2065,0.0062
2066,0.0061
2067,0.006
2068,0.0059
2069,0.0059
2070,0.0057
2071,0.0056
2072,0.0055
2073,0.0054
2074,0.0054
2075,0.0053
2076,0.0052
2077,0.005
2078,0.0049
2079,0.0049
2080,0.0048
2081,0.0047
2082,0.0047
2083,0.0046
2084,0.0045
2085,0.0045
2086,0.0043
2087,0.0042
2088,0.0042
2089,0.0041
2090,0.0041
2091,0.004
2092,0.0039
2093,0.0039
2094,0.0038
2095,0.0038
2096,0.0036
2097,0.0036
2098,0.0035
2099,0.0035
2100,0.0034
2101,0.0034
2102,0.0033
2103,0.0033
2104,0.0032
2105,0.0032
2106,0.003
2107,0.003
2108,0.0029
2109,0.0029
2110,0.0029
2111,0.0028
2112,0.0028
2113,0.0027
2114,0.0027
2115,0.0027
2116,0.0026
2117,0.0026
2118,0.0025
2119,0.0025
2120,0.0025
2121,0.0023
2122,0.0023
2123,0.0023
2124,0.0022
2125,0.0022
2126,0.0022
2127,0.0021
2128,0.0021
2129,0.0021
2130,0.002
2131,0.002
2132,0.002
2133,0.002
2134,0.0019
2135,0.0019
2136,0.0019
2137,0.0018
2138,0.0018
2139,0.0018
2140,0.0018
2141,0.0016
2142,0.0016
2143,0.0016
2144,0.0016
2145,0.0016
2146,0.0015
2147,0.0015
2148,0.0015
2149,0.0015
2150,0.0014
2151,0.0014
2152,0.0014
2153,0.0014
2154,0.0014
2155,0.0013
2156,0.0013
2157,0.0013
2158,0.0013
2159,0.0013
2160,0.0012
2161,0.0012
2162,0.0012
2163,0.0012
2164,0.0012
2165,0.0011
2166,0.0011
2167,0.0011
2168,0.0011
2169,0.0011
2170,0.0011
2171,0.0011
2172,0.0009
2173,0.0009
2174,0.0009
2175,0.0009
2176,0.0009
2177,0.0009
2178,0.0009
2179,0.0008
2180,0.0008
2181,0.0008
2182,0.0008
2183,0.0008
2184,0.0008
2185,0.0008
2186,0.0008
2187,0.0008
2188,0.0007
2189,0.0007
2190,0.0007
2191,0.0007
2192,0.0007
2193,0.0007
2194,0.0007
2195,0.0007
2196,0.0007
2197,0.0007
2198,0.0006
2199,0.0006
2200,0.0006
2201,0.0006
2202,0.0006
2203,0.0006
2204,0.0006
2205,0.0006
2206,0.0006
2207,0.0006
2208,0.0006
2209,0.0006
2210,0.0005
2211,0.0005
2212,0.0005
2213,0.0005
2214,0.0005
2215,0.0005
2216,0.0005
2217,0.0005
2218,0.0005
2219,0.0005
2220,0.0005
2221,0.0005
2222,0.0005
2223,0.0005
2224,0.0005
2225,0.0005
2226,0.0004
2227,0.0004
2228,0.0004
2229,0.0004
2230,0.0004
2231,0.0004
2232,0.0004
2233,0.0004
2234,0.0004
2235,0.0004
2236,0.0004
2237,0.0004
2238,0.0004
2239,0.0004
2240,0.0004
2241,0.0004
2242,0.0004
2243,0.0004
2244,0.0004
2245,0.0004
2246,0.0004
2247,0.0002
2248,0.0002
2249,0.0002
2250,0.0002
2251,0.0002
2252,0.0002
2253,0.0002
2254,0.0002
2255,0.0002
2256,0.0002
2257,0.0002
2258,0.0002
2259,0.0002
2260,0.0002
2261,0.0002
2262,0.0002
2263,0.0002
2264,0.0002
2265,0.0002
2266,0.0002
2267,0.0002
2268,0.0002
2269,0.0021
2270,0.0227
2271,0.0234
2272,0.0317
2273,0.0488
2274,0.048
2275,0.0521
2276,0.0511
2277,0.0503
2278,0.0495
2279,0.0678
2280,0.0845
2281,0.0831
2282,0.0866
2283,0.0855
2284,0.0986
2285,0.1039
2286,0.1021
2287,0.1004
2288,0.0987
2289,0.0971
2290,0.0953
2291,0.0938
2292,0.0921
2293,0.0907
2294,0.0892
2295,0.0941
2296,0.0925
2297,0.0909
2298,0.0893
2299,0.0878
2300,0.0864
2301,0.0862
2302,0.0932
2303,0.0917
2304,0.0902
2305,0.0885
2306,0.0871
2307,0.0856
2308,0.0842
2309,0.0855
2310,0.0841
2311,0.0827
2312,0.0812
2313,0.0798
2314,0.0784
2315,0.0771
2316,0.0759
2317,0.0746
2318,0.0733
2319,0.072
2320,0.0708
2321,0.0696
2322,0.0685
2323,0.0673
2324,0.0661
2325,0.0649
2326,0.0639
2327,0.0628
2328,0.0617
2329,0.0607
2330,0.0597
2331,0.0586
2332,0.0577
2333,0.0566
2334,0.0557
2335,0.0547
2336,0.0538
2337,0.0529
2338,0.0521
2339,0.0511
2340,0.0503
2341,0.0494
2342,0.0485
2343,0.0477
2344,0.0469
2345,0.0461
2346,0.0454
2347,0.0446
2348,0.0438
2349,0.043
2350,0.0423
2351,0.0416
2352,0.0409
2353,0.0402
2354,0.0395
2355,0.0388
2356,0.0382
2357,0.0375
2358,0.0369
2359,0.0362
2360,0.0356
2361,0.0351
2362,0.0345
2363,0.0339
2364,0.0333
2365,0.0327
2366,0.0321
2367,0.0317
2368,0.0311
2369,0.0306
2370,0.03
2371,0.0295
2372,0.0291
2373,0.0285
2374,0.028
2375,0.0276
2376,0.0271
2377,0.0266
2378,0.0261
2379,0.0258
2380,0.0253
2381,0.0249
2382,0.0245
2383,0.024
2384,0.0237
2385,0.0232
2386,0.0229
2387,0.0224
2388,0.022
2389,0.0217
2390,0.0213
2391,0.021
2392,0.0206
2393,0.0203
2394,0.0199
2395,0.0196
2396,0.0192
2397,0.0189
2398,0.0186
2399,0.0183
2400,0.0179
2401,0.0177
2402,0.0174
2403,0.0171
2404,0.0168
2405,0.0165
2406,0.0162
2407,0.0159
2408,0.0157
2409,0.0154
2410,0.0151
2411,0.0149
2412,0.0147
2413,0.0144
2414,0.0141
2415,0.0138
2416,0.0136
2417,0.0134
2418,0.0132
2419,0.013
2420,0.0128
2421,0.0125
2422,0.0123
2423,0.0121
2424,0.0118
2425,0.0117
2426,0.0115
2427,0.0113
2428,0.0111
2429,0.0109
2430,0.0108
2431,0.0106
2432,0.0103
2433,0.0102
2434,0.0101
2435,0.0098
2436,0.0097
2437,0.0095
2438,0.0094
2439,0.0091
2440,0.009
2441,0.0089
2442,0.0088
2443,0.0086
2444,0.0084
2445,0.0083
2446,0.0082
2447,0.008
2448,0.0079
2449,0.0077
2450,0.0076
2451,0.0075
2452,0.0074
2453,0.0073
2454,0.0072
2455,0.007
2456,0.0069
2457,0.0068
2458,0.0067
2459,0.0066
2460,0.0064
2461,0.0063
2462,0.0062
2463,0.0061
2464,0.006
2465,0.0059
2466,0.0057
2467,0.0057
2468,0.0056
2469,0.0055
2470,0.0054
2471,0.0053
2472,0.0053
2473,0.0052
2474,0.005
2475,0.0049
2476,0.0049
2477,0.0048
2478,0.0047
2479,0.0046
2480,0.0046
2481,0.0045
2482,0.0043
2483,0.0043
2484,0.0042
2485,0.0042
2486,0.0041
2487,0.004
2488,0.004
2489,0.0039
2490,0.0039
2491,0.0038
2492,0.0038
2493,0.0036
2494,0.0036
2495,0.0035
2496,0.0035
2497,0.0034
2498,0.0033
2499,0.0033
2500,0.0033
2501,0.0032
2502,0.0032
2503,0.003
2504,0.003
2505,0.0029
2506,0.0029
2507,0.0028
2508,0.0028
2509,0.0028
2510,0.0027
2511,0.0027
2512,0.0026
2513,0.0026
2514,0.0026
2515,0.0025
2516,0.0025
2517,0.0025
2518,0.0023
2519,0.0023
2520,0.0023
2521,0.0022
2522,0.0022
2523,0.0022
2524,0.0021
2525,0.0021
2526,0.0021
2527,0.002
2528,0.002
2529,0.002
2530,0.0019
2531,0.0019
2532,0.0019
2533,0.0019
2534,0.0018
2535,0.0018
2536,0.0018
2537,0.0018
2538,0.0016
2539,0.0016
2540,0.0016
2541,0.0016
2542,0.0015
2543,0.0015
2544,0.0015
2545,0.0015
2546,0.0015
2547,0.0014
2548,0.0014
2549,0.0014
2550,0.0014
2551,0.0013
2552,0.0013
2553,0.0096
2554,0.0223
2555,0.0218
2556,0.0215
2557,0.0218
2558,0.0215
2559,0.021
2560,0.024
2561,0.0239
2562,0.0236
2563,0.0232
2564,0.0227
2565,0.0224
2566,0.022
2567,0.0227
2568,0.0242
2569,0.0245
2570,0.041
2571,0.0403
2572,0.0396
2573,0.0389
2574,0.0382
2575,0.0376
2576,0.0369
2577,0.0363
2578,0.0358
2579,0.0352
2580,0.0346
2581,0.034
2582,0.0334
2583,0.0328
2584,0.0322
2585,0.0317
2586,0.0312
2587,0.0306
2588,0.0301
2589,0.0295
2590,0.0291
2591,0.1164
2592,0.0777
2593,0.0763
2594,0.075
2595,0.0737
2596,0.1247
2597,0.1023
2598,0.1009
2599,0.0993
2600,0.0975
2601,0.0959
2602,0.0943
2603,0.0926
2604,0.0911
2605,0.0896
2606,0.088
2607,0.0865
2608,0.0851
2609,0.0836
2610,0.0822
2611,0.0808
2612,0.0794
2613,0.0781
2614,0.0768
2615,0.0754
2616,0.0742
2617,0.0729
2618,0.0716
2619,0.0705
2620,0.0693
2621,0.0681
2622,0.0669
2623,0.0658
2624,0.0648
2625,0.0638
2626,0.0631
2627,0.0619
2628,0.0608
2629,0.0599
2630,0.0589
2631,0.0578
2632,0.0569
2633,0.0559
2634,0.055
2635,0.054
2636,0.0531
2637,0.0522
2638,0.0513
2639,0.0504
2640,0.0496
2641,0.0491
2642,0.0483
2643,0.0475
2644,0.0467
2645,0.0458
2646,0.045
2647,0.0443
2648,0.0435
2649,0.0428
2650,0.0421
2651,0.0414
2652,0.0407
2653,0.04
2654,0.0393
2655,0.0386
2656,0.038
2657,0.0373
2658,0.0367
2659,0.0361
2660,0.0354
2661,0.0348
2662,0.0342
2663,0.0336
2664,0.0331
2665,0.0326
2666,0.032
2667,0.0314
2668,0.031
2669,0.0304
2670,0.0299
2671,0.0293
2672,0.0288
2673,0.0284
2674,0.0279
2675,0.0274
2676,0.027
2677,0.0265
2678,0.026
2679,0.0256
2680,0.0252
2681,0.0247
2682,0.0243
2683,0.0239
2684,0.0234
2685,0.0231
2686,0.0227
2687,0.0223
2688,0.0219
2689,0.0216
2690,0.0212
2691,0.0209
2692,0.0205
2693,0.0202
2694,0.0198
2695,0.0195
2696,0.0191
2697,0.0188
2698,0.0185
2699,0.0182
2700,0.0178
2701,0.0176
2702,0.0172
2703,0.017
2704,0.0166
2705,0.0164
2706,0.0161
2707,0.0158
2708,0.0156
2709,0.0154
2710,0.015
2711,0.0148
2712,0.0145
2713,0.0143
2714,0.0141
2715,0.0138
2716,0.0136
2717,0.0134
2718,0.0131
2719,0.0129
2720,0.0127
2721,0.0124
2722,0.0122
2723,0.0121
2724,0.0118
2725,0.0116
2726,0.0115
2727,0.0113
2728,0.011
2729,0.0109
2730,0.0107
2731,0.0104
2732,0.0103
2733,0.0101
2734,0.01
2735,0.0098
2736,0.0096
2737,0.0095
2738,0.0093
2739,0.0091
2740,0.009
2741,0.0088
2742,0.0087
2743,0.0086
2744,0.0084
2745,0.0082
2746,0.0081
2747,0.008
2748,0.0079
2749,0.0077
2750,0.0076
2751,0.0075
2752,0.0073
2753,0.0072
2754,0.007
2755,0.0069
2756,0.0068
2757,0.0067
2758,0.0066
2759,0.0064
2760,0.0063
2761,0.0063
2762,0.0062
2763,0.0061
2764,0.006
2765,0.0059
2766,0.0057
2767,0.0056
2768,0.0055
2769,0.0055
2770,0.0054
2771,0.0053
2772,0.0052
2773,0.0052
2774,0.005
2775,0.0049
2776,0.0048
2777,0.0048
2778,0.0047
2779,0.0046
2780,0.0046
2781,0.0045
2782,0.0043
2783,0.0043
2784,0.0042
2785,0.0041
2786,0.0041
2787,0.004
2788,0.004
2789,0.0039
2790,0.0039
2791,0.0038
2792,0.0036
2793,0.0036
2794,0.0035
2795,0.0035
2796,0.0034
2797,0.0034
2798,0.0033
2799,0.0033
2800,0.0032
2801,0.0032
2802,0.0032
2803,0.003
2804,0.003
2805,0.0029
2806,0.0029
2807,0.0028
2808,0.0028
2809,0.0027
2810,0.0027
2811,0.0027
2812,0.0026
2813,0.0026
2814,0.0026
2815,0.0025
2816,0.0025
2817,0.0025
2818,0.0023
2819,0.0023
2820,0.0023
2821,0.0022
2822,0.0022
2823,0.0022
2824,0.0021
2825,0.0021
2826,0.0021
2827,0.002
2828,0.002
2829,0.002
2830,0.0019
2831,0.0019
2832,0.0019
2833,0.0019
2834,0.0018
2835,0.0018
2836,0.0018
2837,0.0018
2838,0.0016
2839,0.0016
2840,0.0016
2841,0.0016
2842,0.0015
2843,0.0015
2844,0.0015
2845,0.0015
2846,0.0014
2847,0.0014
2848,0.0014
2849,0.0014
2850,0.0014
2851,0.0013
2852,0.0013
2853,0.0013
2854,0.0013
2855,0.0013
2856,0.0012
2857,0.0012
2858,0.0012
2859,0.0012
2860,0.0012
2861,0.0012
2862,0.0011
2863,0.0011
2864,0.0011
2865,0.0011
2866,0.0011
2867,0.0011
2868,0.0009
2869,0.0009
2870,0.0009
2871,0.0009
2872,0.0009
2873,0.0009
2874,0.0009
2875,0.0008
2876,0.0008
2877,0.0008
2878,0.0008
2879,0.0008
2880,0.0008
2881,0.0008
2882,0.0008
2883,0.0008
2884,0.0007
2885,0.0007
2886,0.0007
2887,0.0007
2888,0.0007
2889,0.0007
2890,0.0007
2891,0.0007
2892,0.0007
2893,0.0007
2894,0.0007
2895,0.0006
2896,0.0006
2897,0.0006
2898,0.0006
2899,0.0006
2900,0.0006
2901,0.0006
2902,0.0006
2903,0.0006
2904,0.0006
2905,0.0006
2906,0.0006
2907,0.0005
2908,0.0005
2909,0.0005
2910,0.0005
2911,0.0005
2912,0.0005
2913,0.0005
2914,0.0005
2915,0.0005
2916,0.0005
2917,0.0005
2918,0.0005
2919,0.0005
2920,0.0005
2921,0.0005
2922,0.0005
2923,0.0004
2924,0.0004
2925,0.0004
2926,0.0004
2927,0.0004
2928,0.0004
2929,0.0004
2930,0.0004
2931,0.0004
2932,0.0004
2933,0.0004
2934,0.0004
2935,0.0004
2936,0.0004
2937,0.0004
2938,0.0004
2939,0.0004
2940,0.0004
2941,0.0004
2942,0.0004
2943,0.0002
2944,0.0002
2945,0.0002
2946,0.0002
2947,0.0002
2948,0.0002
2949,0.0002
2950,0.0002
2951,0.0002
2952,0.0002
2953,0.0002
2954,0.0002
2955,0.0002
2956,0.0002
2957,0.0002
2958,0.0002
2959,0.0002
2960,0.0002
2961,0.0002
2962,0.0002
2963,0.0002
2964,0.0002
2965,0.0002
2966,0.0002
2967,0.0002
2968,0.0002
2969,0.0002
2970,0.0002
2971,0.0002
2972,0.0306
2973,0.0002
2974,0.0001
2975,0.0001
2976,0.0001
2977,0.0001
2978,0.0001
2979,0.0001
2980,0.0001
2981,0.0001
2982,0.0001
2983,0.0001
2984,0.0001
2985,0.0001
2986,0.0001
2987,0.0001
2988,0.0001
2989,0.0001
2990,0.0001
2991,0.0001
2992,0.0001
2993,0.0001
2994,0.0061
2995,0.0206
2996,0.0244
2997,0.0277
2998,0.0272
2999,0.0279
3000,0.0361
3001,0.0429
3002,0.0509
3003,0.0499
3004,0.0491
3005,0.0483
3006,0.0475
3007,0.0467
3008,0.0458
3009,0.0465
3010,0.0469
3011,0.0754
3012,0.0741
3013,0.0728
3014,0.0857
3015,0.0842
3016,0.0869
3017,0.0855
3018,0.0871
3019,0.0918
3020,0.0919
3021,0.0906
3022,0.0891
3023,0.092
3024,0.1097
3025,0.1141
3026,0.1122
3027,0.1103
3028,0.1084
3029,0.1066
3030,0.1072
3031,0.1056
3032,0.1053
3033,0.1086
3034,0.108
3035,0.1062
3036,0.1043
3037,0.1067
3038,0.1049
3039,0.1031
3040,0.1013
3041,0.1169
3042,0.1149
3043,0.113
3044,0.111
3045,0.1091
3046,0.1073
3047,0.1055
3048,0.1036
3049,0.1019
3050,0.1002
3051,0.0985
3052,0.0968
3053,0.0952
3054,0.0936
3055,0.0919
3056,0.0904
3057,0.0889
3058,0.0873
3059,0.0858
3060,0.0844
3061,0.083
3062,0.0816
3063,0.0802
3064,0.0788
3065,0.0775
3066,0.0762
3067,0.0749
3068,0.0736
3069,0.0723
3070,0.0712
3071,0.0699
3072,0.0687
3073,0.0675
3074,0.0664
3075,0.0653
3076,0.0641
3077,0.0631
3078,0.062
3079,0.061
3080,0.0599
3081,0.0589
3082,0.0579
3083,0.0569
3084,0.0559
3085,0.055
3086,0.054
3087,0.0531
3088,0.0522
3089,0.0513
3090,0.0504
3091,0.0496
3092,0.0488
3093,0.048
3094,0.0471
3095,0.0463
3096,0.0455
3097,0.0448
3098,0.044
3099,0.0433
3100,0.0426
3101,0.0417
3102,0.041
3103,0.0403
3104,0.0397
3105,0.039
3106,0.0383
3107,0.0378
3108,0.037
3109,0.0365
3110,0.0359
3111,0.0352
3112,0.0346
3113,0.034
3114,0.0334
3115,0.0328
3116,0.0324
3117,0.0318
3118,0.0312
3119,0.0307
3120,0.0301
3121,0.0297
3122,0.0292
3123,0.0286
3124,0.0281
3125,0.0277
3126,0.0272
3127,0.0267
3128,0.0263
3129,0.0259
3130,0.0254
3131,0.025
3132,0.0246
3133,0.0242
3134,0.0237
3135,0.0233
3136,0.023
3137,0.0225
3138,0.0222
3139,0.0218
3140,0.0215
3141,0.0211
3142,0.0208
3143,0.0204
3144,0.02
3145,0.0197
3146,0.0193
3147,0.019
3148,0.0186
3149,0.0184
3150,0.0181
3151,0.0177
3152,0.0175
3153,0.0171
3154,0.0169
3155,0.0165
3156,0.0163
3157,0.0159
3158,0.0157
3159,0.0155
3160,0.0152
3161,0.0149
3162,0.0147
3163,0.0144
3164,0.0142
3165,0.014
3166,0.0137
3167,0.0135
3168,0.0132
3169,0.013
3170,0.0128
3171,0.0125
3172,0.0124
3173,0.0122
3174,0.012
3175,0.0117
3176,0.0116
3177,0.0114
3178,0.0111
3179,0.011
3180,0.0108
3181,0.0106
3182,0.0104
3183,0.0102
3184,0.0101
3185,0.0098
3186,0.0097
3187,0.0096
3188,0.0094
3189,0.0093
3190,0.0091
3191,0.0089
3192,0.0088
3193,0.0087
3194,0.0084
3195,0.0083
3196,0.0082
3197,0.0081
3198,0.008
3199,0.0077
3200,0.0076
3201,0.0075
3202,0.0074
3203,0.0073
3204,0.0072
3205,0.007
3206,0.0069
3207,0.0068
3208,0.0067
3209,0.0066
3210,0.0064
3211,0.0063
3212,0.0062
3213,0.0061
3214,0.006
3215,0.006
3216,0.0059
3217,0.0057
3218,0.0056
3219,0.0055
3220,0.0054
3221,0.0054
3222,0.0053
3223,0.0052
3224,0.005
3225,0.005
3226,0.0049
3227,0.0048
3228,0.0047
3229,0.0047
3230,0.0046
3231,0.0045
3232,0.0045
3233,0.0043
3234,0.0042
3235,0.0042
3236,0.0041
3237,0.0041
3238,0.004
3239,0.0039
3240,0.0039
3241,0.0038
3242,0.0038
3243,0.0036
3244,0.0036
3245,0.0035
3246,0.0035
3247,0.0034
3248,0.0034
3249,0.0033
3250,0.0033
3251,0.0032
3252,0.0032
3253,0.003
3254,0.003
3255,0.0029
3256,0.0029
3257,0.0029
3258,0.0028
3259,0.0028
3260,0.0027
3261,0.0027
3262,0.0027
3263,0.0026
3264,0.0026
3265,0.0025
3266,0.0025
3267,0.0025
3268,0.0023
3269,0.0023
3270,0.0023
3271,0.0022
3272,0.0022
3273,0.0022
3274,0.0021
3275,0.0021
3276,0.0021
3277,0.002
3278,0.002
3279,0.002
3280,0.002
3281,0.0019
3282,0.0019
3283,0.0019
3284,0.0019
3285,0.0018
3286,0.0018
3287,0.0018
3288,0.0016
3289,0.0016
3290,0.0016
3291,0.0016
3292,0.0016
3293,0.0015
3294,0.0015
3295,0.0015
3296,0.0015
3297,0.0014
3298,0.0014
3299,0.0014
3300,0.0014
3301,0.0014
3302,0.0013
3303,0.0013
3304,0.0013
3305,0.0013
3306,0.0013
3307,0.0012
3308,0.0012
3309,0.0012
3310,0.0012
3311,0.0012
3312,0.0011
3313,0.0011
3314,0.0012
3315,0.0084
3316,0.0117
3317,0.0115
3318,0.0113
3319,0.0192
3320,0.0245
3321,0.025
3322,0.025
3323,0.0265
3324,0.0291
3325,0.0339
3326,0.04
3327,0.0436
3328,0.0442
3329,0.0455
3330,0.0451
3331,0.0447
3332,0.0453
3333,0.045
3334,0.0442
3335,0.0435
3336,0.0428
3337,0.042
3338,0.045
3339,0.0444
3340,0.045
3341,0.048
3342,0.0483
3343,0.0497
3344,0.0498
3345,0.0489
3346,0.0481
3347,0.0489
3348,0.0627
3349,0.0618
3350,0.0607
3351,0.0598
3352,0.0587
3353,0.0577
3354,0.0633
3355,0.0648
3356,0.0641
3357,0.0631
3358,0.063
3359,0.0619
3360,0.0653
3361,0.0688
3362,0.0685
3363,0.0714
3364,0.0755
3365,0.0762
3366,0.0808
3367,0.0812
3368,0.0832
3369,0.0853
3370,0.0839
3371,0.0835
3372,0.0858
3373,0.087
3374,0.0863
3375,0.0855
3376,0.0843
3377,0.0886
3378,0.0909
3379,0.0896
3380,0.0904
3381,0.0897
3382,0.0887
3383,0.0872
3384,0.0857
3385,0.0851
3386,0.0837
3387,0.0823
3388,0.0809
3389,0.0843
3390,0.0889
3391,0.0912
3392,0.0897
3393,0.0883
3394,0.0873
3395,0.0864
3396,0.0885
3397,0.0873
3398,0.088
3399,0.0872
3400,0.0861
3401,0.0846
3402,0.0831
3403,0.0817
3404,0.0804
3405,0.079
3406,0.0776
3407,0.0778
3408,0.0766
3409,0.0753
3410,0.074
3411,0.0727
3412,0.0714
3413,0.0702
3414,0.0691
3415,0.0679
3416,0.0667
3417,0.0655
3418,0.0645
3419,0.0634
3420,0.0623
3421,0.0612
3422,0.0601
3423,0.0592
3424,0.0581
3425,0.0572
3426,0.0562
3427,0.0552
3428,0.0543
3429,0.0533
3430,0.0525
3431,0.0516
3432,0.0508
3433,0.0498
3434,0.049
3435,0.0482
3436,0.0474
3437,0.0465
3438,0.0457
3439,0.045
3440,0.0442
3441,0.0435
3442,0.0427
3443,0.042
3444,0.0413
3445,0.0406
3446,0.0399
3447,0.0392
3448,0.0386
3449,0.0379
3450,0.0373
3451,0.0366
3452,0.036
3453,0.0354
3454,0.0348
3455,0.0342
3456,0.0336
3457,0.0331
3458,0.0325
3459,0.0319
3460,0.0314
3461,0.0308
3462,0.0304
3463,0.0298
3464,0.0293
3465,0.0288
3466,0.0283
3467,0.0278
3468,0.0273
3469,0.0268
3470,0.0264
3471,0.026
3472,0.0256
3473,0.0251
3474,0.0246
3475,0.0243
3476,0.0238
3477,0.0234
3478,0.0231
3479,0.0226
3480,0.0223
3481,0.0219
3482,0.0216
3483,0.0211
3484,0.0208
3485,0.0204
3486,0.02
3487,0.0197
3488,0.0195
3489,0.0191
3490,0.0188
3491,0.0184
3492,0.0182
3493,0.0178
3494,0.0175
3495,0.0172
3496,0.0169
3497,0.0166
3498,0.0164
3499,0.0161
3500,0.0158
3501,0.0155
3502,0.0152
3503,0.015
3504,0.0148
3505,0.0145
3506,0.0143
3507,0.0141
3508,0.0138
3509,0.0136
3510,0.0134
3511,0.0131
3512,0.0129
3513,0.0127
3514,0.0124
3515,0.0122
3516,0.012
3517,0.0118
3518,0.0116
3519,0.0114
3520,0.0113
3521,0.011
3522,0.0108
3523,0.0107
3524,0.0104
3525,0.0103
3526,0.0101
3527,0.01
3528,0.0097
3529,0.0096
3530,0.0095
3531,0.0093
3532,0.0091
3533,0.009
3534,0.0088
3535,0.0087
3536,0.0086
3537,0.0083
3538,0.0082
3539,0.0081
3540,0.008
3541,0.0079
3542,0.0077
3543,0.0075
3544,0.0074
3545,0.0073
3546,0.0072
3547,0.007
3548,0.0069
3549,0.0068
3550,0.0067
3551,0.0066
3552,0.0064
3553,0.0063
3554,0.0062
3555,0.0062
3556,0.0061
3557,0.006
3558,0.0059
3559,0.0057
3560,0.0056
3561,0.0055
3562,0.0055
3563,0.0054
3564,0.0053
3565,0.0052
3566,0.005
3567,0.005
3568,0.0049
3569,0.0048
3570,0.0048
3571,0.0047
3572,0.0046
3573,0.0046
3574,0.0045
3575,0.0043
3576,0.0043
3577,0.0042
3578,0.0041
3579,0.0041
3580,0.004
3581,0.004
3582,0.0039
3583,0.0038
3584,0.0038
3585,0.0036
3586,0.0036
3587,0.0035
3588,0.0035
3589,0.0034
3590,0.0034
3591,0.0033
3592,0.0033
3593,0.0032
3594,0.0032
3595,0.003
3596,0.003
3597,0.003
3598,0.0029
3599,0.0029
3600,0.0028
3601,0.0028
3602,0.0027
3603,0.0027
3604,0.0027
3605,0.0026
3606,0.0026
3607,0.0026
3608,0.0025
3609,0.0025
3610,0.0023
3611,0.0023
3612,0.0023
3613,0.0022
3614,0.0022
3615,0.0022
3616,0.0021
3617,0.0021
3618,0.0021
3619,0.0021
3620,0.002
3621,0.002
3622,0.002
3623,0.0019
